"county","cbsa","cntyname","cbsaname","pop10","afact"
"county","cbsa","cntyname","CBSA Name","Total Pop, 2010 census","county to cbsa alloc factor"
"37163"," ","Sampson NC"," ",63431,1 
"37165","29900","Scotland NC","Laurinburg, NC",36157,1 
"37167","10620","Stanly NC","Albemarle, NC",60585,1 
"37169","49180","Stokes NC","Winston-Salem, NC",47401,1 
"37171","34340","Surry NC","Mount Airy, NC",73673,1 
"37173"," ","Swain NC"," ",13981,1 
"37175","14820","Transylvania NC","Brevard, NC",33090,1 
"37177","28620","Tyrrell NC","Kill Devil Hills, NC",4407,1 
"37179","16740","Union NC","Charlotte-Concord-Gastonia, NC-SC",201292,1 
"37181","25780","Vance NC","Henderson, NC",45422,1 
"37183","39580","Wake NC","Raleigh, NC",900993,1 
"37185"," ","Warren NC"," ",20972,1 
"37187"," ","Washington NC"," ",13228,1 
"37189","14380","Watauga NC","Boone, NC",51079,1 
"37191","24140","Wayne NC","Goldsboro, NC",122623,1 
"37193","35900","Wilkes NC","North Wilkesboro, NC",69340,1 
"37195","48980","Wilson NC","Wilson, NC",81234,1 
"37197","49180","Yadkin NC","Winston-Salem, NC",38406,1 
"37199"," ","Yancey NC"," ",17818,1 
"38001"," ","Adams ND"," ",2343,1 
"38003"," ","Barnes ND"," ",11066,1 
"38005"," ","Benson ND"," ",6660,1 
"38007"," ","Billings ND"," ",783,1 
"38009"," ","Bottineau ND"," ",6429,1 
"38011"," ","Bowman ND"," ",3151,1 
"38013"," ","Burke ND"," ",1968,1 
"38015","13900","Burleigh ND","Bismarck, ND",81308,1 
"38017","22020","Cass ND","Fargo, ND-MN",149778,1 
"38019"," ","Cavalier ND"," ",3993,1 
"38021"," ","Dickey ND"," ",5289,1 
"38023"," ","Divide ND"," ",2071,1 
"38025"," ","Dunn ND"," ",3536,1 
"38027"," ","Eddy ND"," ",2385,1 
"38029"," ","Emmons ND"," ",3550,1 
"38031"," ","Foster ND"," ",3343,1 
"38033"," ","Golden Valley ND"," ",1680,1 
"38035","24220","Grand Forks ND","Grand Forks, ND-MN",66861,1 
"38037"," ","Grant ND"," ",2394,1 
"38039"," ","Griggs ND"," ",2420,1 
"38041"," ","Hettinger ND"," ",2477,1 
"38043"," ","Kidder ND"," ",2435,1 
"38045"," ","LaMoure ND"," ",4139,1 
"38047"," ","Logan ND"," ",1990,1 
"38049","33500","McHenry ND","Minot, ND",5395,1 
"38051"," ","McIntosh ND"," ",2809,1 
"38053"," ","McKenzie ND"," ",6360,1 
"38055"," ","McLean ND"," ",8962,1 
"38057"," ","Mercer ND"," ",8424,1 
"38059","13900","Morton ND","Bismarck, ND",27471,1 
"38061"," ","Mountrail ND"," ",7673,1 
"38063"," ","Nelson ND"," ",3126,1 
"38065","13900","Oliver ND","Bismarck, ND",1846,1 
"38067"," ","Pembina ND"," ",7413,1 
"38069"," ","Pierce ND"," ",4357,1 
"38071"," ","Ramsey ND"," ",11451,1 
"38073"," ","Ransom ND"," ",5457,1 
"38075","33500","Renville ND","Minot, ND",2470,1 
"38077","47420","Richland ND","Wahpeton, ND-MN",16321,1 
"38079"," ","Rolette ND"," ",13937,1 
"38081"," ","Sargent ND"," ",3829,1 
"38083"," ","Sheridan ND"," ",1321,1 
"38085","13900","Sioux ND","Bismarck, ND",4153,1 
"38087"," ","Slope ND"," ",727,1 
"38089","19860","Stark ND","Dickinson, ND",24199,1 
"38091"," ","Steele ND"," ",1975,1 
"38093","27420","Stutsman ND","Jamestown, ND",21100,1 
"38095"," ","Towner ND"," ",2246,1 
"38097"," ","Traill ND"," ",8121,1 
"38099"," ","Walsh ND"," ",11119,1 
"38101","33500","Ward ND","Minot, ND",61675,1 
"38103"," ","Wells ND"," ",4207,1 
"38105","48780","Williams ND","Williston, ND",22398,1 
"39001"," ","Adams OH"," ",28550,1 
"39003","30620","Allen OH","Lima, OH",106331,1 
"39005","11740","Ashland OH","Ashland, OH",53139,1 
"39007","11780","Ashtabula OH","Ashtabula, OH",101497,1 
"39009","11900","Athens OH","Athens, OH",64757,1 
"39011","47540","Auglaize OH","Wapakoneta, OH",45949,1 
"39013","48540","Belmont OH","Wheeling, WV-OH",70400,1 
"39015","17140","Brown OH","Cincinnati, OH-KY-IN",44846,1 
"39017","17140","Butler OH","Cincinnati, OH-KY-IN",368130,1 
"39019","15940","Carroll OH","Canton-Massillon, OH",28836,1 
"39021","46500","Champaign OH","Urbana, OH",40097,1 
"39023","44220","Clark OH","Springfield, OH",138333,1 
"39025","17140","Clermont OH","Cincinnati, OH-KY-IN",197363,1 
"39027","48940","Clinton OH","Wilmington, OH",42040,1 
"39029","41400","Columbiana OH","Salem, OH",107841,1 
"39031","18740","Coshocton OH","Coshocton, OH",36901,1 
"39033","15340","Crawford OH","Bucyrus, OH",43784,1 
"39035","17460","Cuyahoga OH","Cleveland-Elyria, OH",1280122,1 
"39037","24820","Darke OH","Greenville, OH",52959,1 
"39039","19580","Defiance OH","Defiance, OH",39037,1 
"39041","18140","Delaware OH","Columbus, OH",174214,1 
"39043","41780","Erie OH","Sandusky, OH",77079,1 
"39045","18140","Fairfield OH","Columbus, OH",146156,1 
"39047","47920","Fayette OH","Washington Court House, OH",29030,1 
"39049","18140","Franklin OH","Columbus, OH",1163414,1 
"39051","45780","Fulton OH","Toledo, OH",42698,1 
"39053","38580","Gallia OH","Point Pleasant, WV-OH",30934,1 
"39055","17460","Geauga OH","Cleveland-Elyria, OH",93389,1 
"39057","19380","Greene OH","Dayton, OH",161573,1 
"39059","15740","Guernsey OH","Cambridge, OH",40087,1 
"39061","17140","Hamilton OH","Cincinnati, OH-KY-IN",802374,1 
"39063","22300","Hancock OH","Findlay, OH",74782,1 
"39065"," ","Hardin OH"," ",32058,1 
"39067"," ","Harrison OH"," ",15864,1 
"39069"," ","Henry OH"," ",28215,1 
"39071"," ","Highland OH"," ",43589,1 
"39073","18140","Hocking OH","Columbus, OH",29380,1 
"39075"," ","Holmes OH"," ",42366,1 
"39077","35940","Huron OH","Norwalk, OH",59626,1 
"39079","27160","Jackson OH","Jackson, OH",33225,1 
"39081","48260","Jefferson OH","Weirton-Steubenville, WV-OH",69709,1 
"39083","34540","Knox OH","Mount Vernon, OH",60921,1 
"39085","17460","Lake OH","Cleveland-Elyria, OH",230041,1 
"39087","26580","Lawrence OH","Huntington-Ashland, WV-KY-OH",62450,1 
"39089","18140","Licking OH","Columbus, OH",166492,1 
"39091","13340","Logan OH","Bellefontaine, OH",45858,1 
"39093","17460","Lorain OH","Cleveland-Elyria, OH",301356,1 
"39095","45780","Lucas OH","Toledo, OH",441815,1 
"39097","18140","Madison OH","Columbus, OH",43435,1 
"39099","49660","Mahoning OH","Youngstown-Warren-Boardman, OH-PA",238823,1 
"39101","32020","Marion OH","Marion, OH",66501,1 
"39103","17460","Medina OH","Cleveland-Elyria, OH",172332,1 
"39105"," ","Meigs OH"," ",23770,1 
"39107","16380","Mercer OH","Celina, OH",40814,1 
"39109","19380","Miami OH","Dayton, OH",102506,1 
"39111"," ","Monroe OH"," ",14642,1 
"39113","19380","Montgomery OH","Dayton, OH",535153,1 
"39115"," ","Morgan OH"," ",15054,1 
"39117","18140","Morrow OH","Columbus, OH",34827,1 
"39119","49780","Muskingum OH","Zanesville, OH",86074,1 
"39121"," ","Noble OH"," ",14645,1 
"39123","38840","Ottawa OH","Port Clinton, OH",41428,1 
"39125"," ","Paulding OH"," ",19614,1 
"39127","18140","Perry OH","Columbus, OH",36058,1 
"39129","18140","Pickaway OH","Columbus, OH",55698,1 
"39131"," ","Pike OH"," ",28709,1 
"39133","10420","Portage OH","Akron, OH",161419,1 
"39135"," ","Preble OH"," ",42270,1 
"39137"," ","Putnam OH"," ",34499,1 
"39139","31900","Richland OH","Mansfield, OH",124475,1 
"39141","17060","Ross OH","Chillicothe, OH",78064,1 
"39143","23380","Sandusky OH","Fremont, OH",60944,1 
"39145","39020","Scioto OH","Portsmouth, OH",79499,1 
"39147","45660","Seneca OH","Tiffin, OH",56745,1 
"39149","43380","Shelby OH","Sidney, OH",49423,1 
"39151","15940","Stark OH","Canton-Massillon, OH",375586,1 
"39153","10420","Summit OH","Akron, OH",541781,1 
"39155","49660","Trumbull OH","Youngstown-Warren-Boardman, OH-PA",210312,1 
"39157","35420","Tuscarawas OH","New Philadelphia-Dover, OH",92582,1 
"39159","18140","Union OH","Columbus, OH",52300,1 
"39161","46780","Van Wert OH","Van Wert, OH",28744,1 
"39163"," ","Vinton OH"," ",13435,1 
"39165","17140","Warren OH","Cincinnati, OH-KY-IN",212693,1 
"39167","31930","Washington OH","Marietta, OH",61778,1 
"39169","49300","Wayne OH","Wooster, OH",114520,1 
"39171"," ","Williams OH"," ",37642,1 
"39173","45780","Wood OH","Toledo, OH",125488,1 
"39175"," ","Wyandot OH"," ",22615,1 
"40001"," ","Adair OK"," ",22683,1 
"40003"," ","Alfalfa OK"," ",5642,1 
"40005"," ","Atoka OK"," ",14182,1 
"40007"," ","Beaver OK"," ",5636,1 
"40009","21120","Beckham OK","Elk City, OK",22119,1 
"40011"," ","Blaine OK"," ",11943,1 
"40013","20460","Bryan OK","Durant, OK",42416,1 
"40015"," ","Caddo OK"," ",29600,1 
"40017","36420","Canadian OK","Oklahoma City, OK",115541,1 
"40019","11620","Carter OK","Ardmore, OK",47557,1 
"40021","45140","Cherokee OK","Tahlequah, OK",46987,1 
"40023"," ","Choctaw OK"," ",15205,1 
"40025"," ","Cimarron OK"," ",2475,1 
"40027","36420","Cleveland OK","Oklahoma City, OK",255755,1 
"40029"," ","Coal OK"," ",5925,1 
"40031","30020","Comanche OK","Lawton, OK",124098,1 
"40033","30020","Cotton OK","Lawton, OK",6193,1 
"40035"," ","Craig OK"," ",15029,1 
"40037","46140","Creek OK","Tulsa, OK",69967,1 
"40039","48220","Custer OK","Weatherford, OK",27469,1 
"40041"," ","Delaware OK"," ",41487,1 
"40043"," ","Dewey OK"," ",4810,1 
"40045"," ","Ellis OK"," ",4151,1 
"40047","21420","Garfield OK","Enid, OK",60580,1 
"40049"," ","Garvin OK"," ",27576,1 
"40051","36420","Grady OK","Oklahoma City, OK",52431,1 
"40053"," ","Grant OK"," ",4527,1 
"40055"," ","Greer OK"," ",6239,1 
"40057"," ","Harmon OK"," ",2922,1 
"40059"," ","Harper OK"," ",3685,1 
"40061"," ","Haskell OK"," ",12769,1 
"40063"," ","Hughes OK"," ",14003,1 
"40065","11060","Jackson OK","Altus, OK",26446,1 
"40067"," ","Jefferson OK"," ",6472,1 
"40069"," ","Johnston OK"," ",10957,1 
"40071","38620","Kay OK","Ponca City, OK",46562,1 
"40073"," ","Kingfisher OK"," ",15034,1 
"40075"," ","Kiowa OK"," ",9446,1 
"40077"," ","Latimer OK"," ",11154,1 
"40079","22900","Le Flore OK","Fort Smith, AR-OK",50384,1 
"40081","36420","Lincoln OK","Oklahoma City, OK",34273,1 
"40083","36420","Logan OK","Oklahoma City, OK",41848,1 
"40085"," ","Love OK"," ",9423,1 
"40087","36420","McClain OK","Oklahoma City, OK",34506,1 
"40089"," ","McCurtain OK"," ",33151,1 
"40091"," ","McIntosh OK"," ",20252,1 
"40093"," ","Major OK"," ",7527,1 
"40095"," ","Marshall OK"," ",15840,1 
"40097"," ","Mayes OK"," ",41259,1 
"40099"," ","Murray OK"," ",13488,1 
"40101","34780","Muskogee OK","Muskogee, OK",70990,1 
"40103"," ","Noble OK"," ",11561,1 
"40105"," ","Nowata OK"," ",10536,1 
"40107"," ","Okfuskee OK"," ",12191,1 
"40109","36420","Oklahoma OK","Oklahoma City, OK",718633,1 
"40111","46140","Okmulgee OK","Tulsa, OK",40069,1 
"40113","46140","Osage OK","Tulsa, OK",47472,1 
"40115","33060","Ottawa OK","Miami, OK",31848,1 
"40117","46140","Pawnee OK","Tulsa, OK",16577,1 
"40119","44660","Payne OK","Stillwater, OK",77350,1 
"40121","32540","Pittsburg OK","McAlester, OK",45837,1 
"40123","10220","Pontotoc OK","Ada, OK",37492,1 
"40125","43060","Pottawatomie OK","Shawnee, OK",69442,1 
"40127"," ","Pushmataha OK"," ",11572,1 
"40129"," ","Roger Mills OK"," ",3647,1 
"40131","46140","Rogers OK","Tulsa, OK",86905,1 
"40133"," ","Seminole OK"," ",25482,1 
"40135","22900","Sequoyah OK","Fort Smith, AR-OK",42391,1 
"40137","20340","Stephens OK","Duncan, OK",45048,1 
"40139","25100","Texas OK","Guymon, OK",20640,1 
"40141"," ","Tillman OK"," ",7992,1 
"40143","46140","Tulsa OK","Tulsa, OK",603403,1 
"40145","46140","Wagoner OK","Tulsa, OK",73085,1 
"40147","12780","Washington OK","Bartlesville, OK",50976,1 
"40149"," ","Washita OK"," ",11629,1 
"40151"," ","Woods OK"," ",8878,1 
"40153","49260","Woodward OK","Woodward, OK",20081,1 
"41001"," ","Baker OR"," ",16134,1 
"41003","18700","Benton OR","Corvallis, OR",85579,1 
"41005","38900","Clackamas OR","Portland-Vancouver-Hillsboro, OR-WA",375992,1 
"41007","11820","Clatsop OR","Astoria, OR",37039,1 
"41009","38900","Columbia OR","Portland-Vancouver-Hillsboro, OR-WA",49351,1 
"41011","18300","Coos OR","Coos Bay, OR",63043,1 
"41013","39260","Crook OR","Prineville, OR",20978,1 
"41015","15060","Curry OR","Brookings, OR",22364,1 
"41017","13460","Deschutes OR","Bend-Redmond, OR",157733,1 
"41019","40700","Douglas OR","Roseburg, OR",107667,1 
"41021"," ","Gilliam OR"," ",1871,1 
"41023"," ","Grant OR"," ",7445,1 
"41025"," ","Harney OR"," ",7422,1 
"41027","26220","Hood River OR","Hood River, OR",22346,1 
"41029","32780","Jackson OR","Medford, OR",203206,1 
"41031"," ","Jefferson OR"," ",21720,1 
"41033","24420","Josephine OR","Grants Pass, OR",82713,1 
"41035","28900","Klamath OR","Klamath Falls, OR",66380,1 
"41037"," ","Lake OR"," ",7895,1 
"41039","21660","Lane OR","Eugene, OR",351715,1 
"41041","35440","Lincoln OR","Newport, OR",46034,1 
"41043","10540","Linn OR","Albany, OR",116672,1 
"41045","36620","Malheur OR","Ontario, OR-ID",31313,1 
"41047","41420","Marion OR","Salem, OR",315335,1 
"41049","25840","Morrow OR","Hermiston-Pendleton, OR",11173,1 
"41051","38900","Multnomah OR","Portland-Vancouver-Hillsboro, OR-WA",735334,1 
"41053","41420","Polk OR","Salem, OR",75403,1 
"41055"," ","Sherman OR"," ",1765,1 
"41057"," ","Tillamook OR"," ",25250,1 
"41059","25840","Umatilla OR","Hermiston-Pendleton, OR",75889,1 
"41061","29260","Union OR","La Grande, OR",25748,1 
"41063"," ","Wallowa OR"," ",7008,1 
"41065","45520","Wasco OR","The Dalles, OR",25213,1 
"41067","38900","Washington OR","Portland-Vancouver-Hillsboro, OR-WA",529710,1 
"41069"," ","Wheeler OR"," ",1441,1 
"41071","38900","Yamhill OR","Portland-Vancouver-Hillsboro, OR-WA",99193,1 
"42001","23900","Adams PA","Gettysburg, PA",101407,1 
"42003","38300","Allegheny PA","Pittsburgh, PA",1223348,1 
"42005","38300","Armstrong PA","Pittsburgh, PA",68941,1 
"42007","38300","Beaver PA","Pittsburgh, PA",170539,1 
"42009"," ","Bedford PA"," ",49762,1 
"42011","39740","Berks PA","Reading, PA",411442,1 
"42013","11020","Blair PA","Altoona, PA",127089,1 
"42015","42380","Bradford PA","Sayre, PA",62622,1 
"42017","37980","Bucks PA","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",625249,1 
"42019","38300","Butler PA","Pittsburgh, PA",183862,1 
"42021","27780","Cambria PA","Johnstown, PA",143679,1 
"42023"," ","Cameron PA"," ",5085,1 
"42025","10900","Carbon PA","Allentown-Bethlehem-Easton, PA-NJ",65249,1 
"42027","44300","Centre PA","State College, PA",153990,1 
"42029","37980","Chester PA","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",498886,1 
"42031"," ","Clarion PA"," ",39988,1 
"42033","20180","Clearfield PA","DuBois, PA",81642,1 
"42035","30820","Clinton PA","Lock Haven, PA",39238,1 
"42037","14100","Columbia PA","Bloomsburg-Berwick, PA",67295,1 
"42039","32740","Crawford PA","Meadville, PA",88765,1 
"42041","25420","Cumberland PA","Harrisburg-Carlisle, PA",235406,1 
"42043","25420","Dauphin PA","Harrisburg-Carlisle, PA",268100,1 
"42045","37980","Delaware PA","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",558979,1 
"42047"," ","Elk PA"," ",31946,1 
"42049","21500","Erie PA","Erie, PA",280566,1 
"42051","38300","Fayette PA","Pittsburgh, PA",136606,1 
"42053"," ","Forest PA"," ",7716,1 
"42055","16540","Franklin PA","Chambersburg-Waynesboro, PA",149618,1 
"42057"," ","Fulton PA"," ",14845,1 
"42059"," ","Greene PA"," ",38686,1 
"42061","26500","Huntingdon PA","Huntingdon, PA",45913,1 
"42063","26860","Indiana PA","Indiana, PA",88880,1 
"42065"," ","Jefferson PA"," ",45200,1 
"42067"," ","Juniata PA"," ",24636,1 
"42069","42540","Lackawanna PA","Scranton--Wilkes-Barre--Hazleton, PA",214437,1 
"42071","29540","Lancaster PA","Lancaster, PA",519445,1 
"42073","35260","Lawrence PA","New Castle, PA",91108,1 
"42075","30140","Lebanon PA","Lebanon, PA",133568,1 
"42077","10900","Lehigh PA","Allentown-Bethlehem-Easton, PA-NJ",349497,1 
"42079","42540","Luzerne PA","Scranton--Wilkes-Barre--Hazleton, PA",320918,1 
"42081","48700","Lycoming PA","Williamsport, PA",116111,1 
"42083","14620","Mc Kean PA","Bradford, PA",43450,1 
"42085","49660","Mercer PA","Youngstown-Warren-Boardman, OH-PA",116638,1 
"42087","30380","Mifflin PA","Lewistown, PA",46682,1 
"42089","20700","Monroe PA","East Stroudsburg, PA",169842,1 
"42091","37980","Montgomery PA","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",799874,1 
"42093","14100","Montour PA","Bloomsburg-Berwick, PA",18267,1 
"42095","10900","Northampton PA","Allentown-Bethlehem-Easton, PA-NJ",297735,1 
"42097","44980","Northumberland PA","Sunbury, PA",94528,1 
"42099","25420","Perry PA","Harrisburg-Carlisle, PA",45969,1 
"42101","37980","Philadelphia PA","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1526006,1 
"42103","35620","Pike PA","New York-Newark-Jersey City, NY-NJ-PA",57369,1 
"42105"," ","Potter PA"," ",17457,1 
"42107","39060","Schuylkill PA","Pottsville, PA",148289,1 
"42109","42780","Snyder PA","Selinsgrove, PA",39702,1 
"42111","43740","Somerset PA","Somerset, PA",77742,1 
"42113"," ","Sullivan PA"," ",6428,1 
"42115"," ","Susquehanna PA"," ",43356,1 
"42117"," ","Tioga PA"," ",41981,1 
"42119","30260","Union PA","Lewisburg, PA",44947,1 
"42121","36340","Venango PA","Oil City, PA",54984,1 
"42123","47620","Warren PA","Warren, PA",41815,1 
"42125","38300","Washington PA","Pittsburgh, PA",207820,1 
"42127"," ","Wayne PA"," ",52822,1 
"42129","38300","Westmoreland PA","Pittsburgh, PA",365169,1 
"42131","42540","Wyoming PA","Scranton--Wilkes-Barre--Hazleton, PA",28276,1 
"42133","49620","York PA","York-Hanover, PA",434972,1 
"44001","39300","Bristol RI","Providence-Warwick, RI-MA",49875,1 
"44003","39300","Kent RI","Providence-Warwick, RI-MA",166158,1 
"44005","39300","Newport RI","Providence-Warwick, RI-MA",82888,1 
"44007","39300","Providence RI","Providence-Warwick, RI-MA",626667,1 
"44009","39300","Washington RI","Providence-Warwick, RI-MA",126979,1 
"45001","24940","Abbeville SC","Greenwood, SC",25417,1 
"45003","12260","Aiken SC","Augusta-Richmond County, GA-SC",160099,1 
"45005"," ","Allendale SC"," ",10419,1 
"45007","24860","Anderson SC","Greenville-Anderson-Mauldin, SC",187126,1 
"45009"," ","Bamberg SC"," ",15987,1 
"45011"," ","Barnwell SC"," ",22621,1 
"45013","25940","Beaufort SC","Hilton Head Island-Bluffton-Beaufort, SC",162233,1 
"45015","16700","Berkeley SC","Charleston-North Charleston, SC",177843,1 
"45017","17900","Calhoun SC","Columbia, SC",15175,1 
"45019","16700","Charleston SC","Charleston-North Charleston, SC",350209,1 
"45021","23500","Cherokee SC","Gaffney, SC",55342,1 
"45023","16740","Chester SC","Charlotte-Concord-Gastonia, NC-SC",33140,1 
"45025"," ","Chesterfield SC"," ",46734,1 
"45027"," ","Clarendon SC"," ",34971,1 
"45029"," ","Colleton SC"," ",38892,1 
"45031","22500","Darlington SC","Florence, SC",68681,1 
"45033"," ","Dillon SC"," ",32062,1 
"45035","16700","Dorchester SC","Charleston-North Charleston, SC",136555,1 
"45037","12260","Edgefield SC","Augusta-Richmond County, GA-SC",26985,1 
"45039","17900","Fairfield SC","Columbia, SC",23956,1 
"45041","22500","Florence SC","Florence, SC",136885,1 
"45043","23860","Georgetown SC","Georgetown, SC",60158,1 
"45045","24860","Greenville SC","Greenville-Anderson-Mauldin, SC",451225,1 
"45047","24940","Greenwood SC","Greenwood, SC",69661,1 
"45049"," ","Hampton SC"," ",21090,1 
"45051","34820","Horry SC","Myrtle Beach-Conway-North Myrtle Beach, SC-NC",269291,1 
"45053","25940","Jasper SC","Hilton Head Island-Bluffton-Beaufort, SC",24777,1 
"45055","17900","Kershaw SC","Columbia, SC",61697,1 
"45057","16740","Lancaster SC","Charlotte-Concord-Gastonia, NC-SC",76652,1 
"45059","24860","Laurens SC","Greenville-Anderson-Mauldin, SC",66537,1 
"45061"," ","Lee SC"," ",19220,1 
"45063","17900","Lexington SC","Columbia, SC",262391,1 
"45065"," ","McCormick SC"," ",10233,1 
"45067"," ","Marion SC"," ",33062,1 
"45069","13500","Marlboro SC","Bennettsville, SC",28933,1 
"45071","35140","Newberry SC","Newberry, SC",37508,1 
"45073","42860","Oconee SC","Seneca, SC",74273,1 
"45075","36700","Orangeburg SC","Orangeburg, SC",92501,1 
"45077","24860","Pickens SC","Greenville-Anderson-Mauldin, SC",119224,1 
"45079","17900","Richland SC","Columbia, SC",384504,1 
"45081","17900","Saluda SC","Columbia, SC",19875,1 
"45083","43900","Spartanburg SC","Spartanburg, SC",284307,1 
"45085","44940","Sumter SC","Sumter, SC",107456,1 
"45087","43900","Union SC","Spartanburg, SC",28961,1 
"45089"," ","Williamsburg SC"," ",34423,1 
"45091","16740","York SC","Charlotte-Concord-Gastonia, NC-SC",226073,1 
"46003"," ","Aurora SD"," ",2710,1 
"46005","26700","Beadle SD","Huron, SD",17398,1 
"46007"," ","Bennett SD"," ",3431,1 
"46009"," ","Bon Homme SD"," ",7070,1 
"46011","15100","Brookings SD","Brookings, SD",31965,1 
"46013","10100","Brown SD","Aberdeen, SD",36531,1 
"46015"," ","Brule SD"," ",5255,1 
"46017"," ","Buffalo SD"," ",1912,1 
"46019"," ","Butte SD"," ",10110,1 
"46021"," ","Campbell SD"," ",1466,1 
"46023"," ","Charles Mix SD"," ",9129,1 
"46025"," ","Clark SD"," ",3691,1 
"46027","46820","Clay SD","Vermillion, SD",13864,1 
"46029","47980","Codington SD","Watertown, SD",27227,1 
"46031"," ","Corson SD"," ",4050,1 
"46033","39660","Custer SD","Rapid City, SD",8216,1 
"46035","33580","Davison SD","Mitchell, SD",19504,1 
"46037"," ","Day SD"," ",5710,1 
"46039"," ","Deuel SD"," ",4364,1 
"46041"," ","Dewey SD"," ",5301,1 
"46043"," ","Douglas SD"," ",3002,1 
"46045","10100","Edmunds SD","Aberdeen, SD",4071,1 
"46047"," ","Fall River SD"," ",7094,1 
"46049"," ","Faulk SD"," ",2364,1 
"46051"," ","Grant SD"," ",7356,1 
"46053"," ","Gregory SD"," ",4271,1 
"46055"," ","Haakon SD"," ",1937,1 
"46057"," ","Hamlin SD"," ",5903,1 
"46059"," ","Hand SD"," ",3431,1 
"46061","33580","Hanson SD","Mitchell, SD",3331,1 
"46063"," ","Harding SD"," ",1255,1 
"46065","38180","Hughes SD","Pierre, SD",17022,1 
"46067"," ","Hutchinson SD"," ",7343,1 
"46069"," ","Hyde SD"," ",1420,1 
"46071"," ","Jackson SD"," ",3031,1 
"46073"," ","Jerauld SD"," ",2071,1 
"46075"," ","Jones SD"," ",1006,1 
"46077"," ","Kingsbury SD"," ",5148,1 
"46079"," ","Lake SD"," ",11200,1 
"46081","43940","Lawrence SD","Spearfish, SD",24097,1 
"46083","43620","Lincoln SD","Sioux Falls, SD",44828,1 
"46085"," ","Lyman SD"," ",3755,1 
"46087","43620","McCook SD","Sioux Falls, SD",5618,1 
"46089"," ","McPherson SD"," ",2459,1 
"46091"," ","Marshall SD"," ",4656,1 
"46093","39660","Meade SD","Rapid City, SD",25434,1 
"46095"," ","Mellette SD"," ",2048,1 
"46097"," ","Miner SD"," ",2389,1 
"46099","43620","Minnehaha SD","Sioux Falls, SD",169468,1 
"46101"," ","Moody SD"," ",6486,1 
"46103","39660","Pennington SD","Rapid City, SD",100948,1 
"46105"," ","Perkins SD"," ",2982,1 
"46107"," ","Potter SD"," ",2329,1 
"46109"," ","Roberts SD"," ",10149,1 
"46111"," ","Sanborn SD"," ",2355,1 
"46113"," ","Shannon SD"," ",13586,1 
"46115"," ","Spink SD"," ",6415,1 
"46117","38180","Stanley SD","Pierre, SD",2966,1 
"46119","38180","Sully SD","Pierre, SD",1373,1 
"46121"," ","Todd SD"," ",9612,1 
"46123"," ","Tripp SD"," ",5644,1 
"46125","43620","Turner SD","Sioux Falls, SD",8347,1 
"46127","43580","Union SD","Sioux City, IA-NE-SD",14399,1 
"46129"," ","Walworth SD"," ",5438,1 
"46135","49460","Yankton SD","Yankton, SD",22438,1 
"46137"," ","Ziebach SD"," ",2801,1 
"47001","28940","Anderson TN","Knoxville, TN",75129,1 
"47003","43180","Bedford TN","Shelbyville, TN",45058,1 
"47005"," ","Benton TN"," ",16489,1 
"47007"," ","Bledsoe TN"," ",12876,1 
"47009","28940","Blount TN","Knoxville, TN",123010,1 
"47011","17420","Bradley TN","Cleveland, TN",98963,1 
"47013","28940","Campbell TN","Knoxville, TN",40716,1 
"47015","34980","Cannon TN","Nashville-Davidson--Murfreesboro--Franklin, TN",13801,1 
"47017"," ","Carroll TN"," ",28522,1 
"47019","27740","Carter TN","Johnson City, TN",57424,1 
"47021","34980","Cheatham TN","Nashville-Davidson--Murfreesboro--Franklin, TN",39105,1 
"47023","27180","Chester TN","Jackson, TN",17131,1 
"47025"," ","Claiborne TN"," ",32213,1 
"47027"," ","Clay TN"," ",7861,1 
"47029","35460","Cocke TN","Newport, TN",35662,1 
"47031","46100","Coffee TN","Tullahoma-Manchester, TN",52796,1 
"47033","27180","Crockett TN","Jackson, TN",14586,1 
"47035","18900","Cumberland TN","Crossville, TN",56053,1 
"47037","34980","Davidson TN","Nashville-Davidson--Murfreesboro--Franklin, TN",626681,1 
"47039"," ","Decatur TN"," ",11757,1 
"47041"," ","DeKalb TN"," ",18723,1 
"47043","34980","Dickson TN","Nashville-Davidson--Murfreesboro--Franklin, TN",49666,1 
"47045","20540","Dyer TN","Dyersburg, TN",38335,1 
"47047","32820","Fayette TN","Memphis, TN-MS-AR",38413,1 
"47049"," ","Fentress TN"," ",17959,1 
"47051","46100","Franklin TN","Tullahoma-Manchester, TN",41052,1 
"47053"," ","Gibson TN"," ",49683,1 
"47055"," ","Giles TN"," ",29485,1 
"47057","28940","Grainger TN","Knoxville, TN",22657,1 
"47059","24620","Greene TN","Greeneville, TN",68831,1 
"47061"," ","Grundy TN"," ",13703,1 
"47063","34100","Hamblen TN","Morristown, TN",62544,1 
"47065","16860","Hamilton TN","Chattanooga, TN-GA",336463,1 
"47067"," ","Hancock TN"," ",6819,1 
"47069"," ","Hardeman TN"," ",27253,1 
"47071"," ","Hardin TN"," ",26026,1 
"47073","28700","Hawkins TN","Kingsport-Bristol-Bristol, TN-VA",56833,1 
"47075"," ","Haywood TN"," ",18787,1 
