"zcta5","cbsa","cbsaname","zipname","pop10","afact"
"ZIP Census Tabulation Area","cbsa","CBSA Name","zipname","Total Pop, 2010 census","zcta5 to cbsa alloc factor"
"02191","14460","Boston-Cambridge-Newton, MA-NH","Weymouth Town, MA",8457,1 
"02199","14460","Boston-Cambridge-Newton, MA-NH","Boston, MA",1146,1 
"02210","14460","Boston-Cambridge-Newton, MA-NH","Boston, MA",2090,1 
"02215","14460","Boston-Cambridge-Newton, MA-NH","Boston, MA",26125,1 
"02301","14460","Boston-Cambridge-Newton, MA-NH","Brockton, MA",61025,1 
"02302","14460","Boston-Cambridge-Newton, MA-NH","Brockton, MA",32741,1 
"02322","14460","Boston-Cambridge-Newton, MA-NH","Avon, MA",4356,1 
"02324","14460","Boston-Cambridge-Newton, MA-NH","Bridgewater, MA",26563,1 
"02330","14460","Boston-Cambridge-Newton, MA-NH","Carver, MA",11509,1 
"02332","14460","Boston-Cambridge-Newton, MA-NH","Duxbury, MA",15059,1 
"02333","14460","Boston-Cambridge-Newton, MA-NH","East Bridgewater, MA",13794,1 
"02338","14460","Boston-Cambridge-Newton, MA-NH","Halifax, MA",7518,1 
"02339","14460","Boston-Cambridge-Newton, MA-NH","Hanover, MA",13879,1 
"02341","14460","Boston-Cambridge-Newton, MA-NH","Hanson, MA",10218,1 
"02343","14460","Boston-Cambridge-Newton, MA-NH","Holbrook, MA",10745,1 
"02346","14460","Boston-Cambridge-Newton, MA-NH","Middleboro, MA",23106,1 
"02347","14460","Boston-Cambridge-Newton, MA-NH","Lakeville, MA",10612,1 
"02351","14460","Boston-Cambridge-Newton, MA-NH","Abington, MA",16029,1 
"02356","39300","Providence-Warwick, RI-MA","North Easton, MA",12564,1 
"02357","39300","Providence-Warwick, RI-MA","Easton, North Easton, MA",1360,1 
"02359","14460","Boston-Cambridge-Newton, MA-NH","Pembroke, MA",17828,1 
"02360","14460","Boston-Cambridge-Newton, MA-NH","Plymouth, MA",56271,1 
"02364","14460","Boston-Cambridge-Newton, MA-NH","Kingston, MA",12629,1 
"02366","14460","Boston-Cambridge-Newton, MA-NH","South Carver, MA (PO Boxes)",197,1 
"02367","14460","Boston-Cambridge-Newton, MA-NH","Plympton, MA",2820,1 
"02368","14460","Boston-Cambridge-Newton, MA-NH","Randolph, MA",32158,1 
"02370","14460","Boston-Cambridge-Newton, MA-NH","Rockland, MA",17489,1 
"02375","39300","Providence-Warwick, RI-MA","South Easton, MA",9188,1 
"02379","14460","Boston-Cambridge-Newton, MA-NH","West Bridgewater, MA",6916,1 
"02382","14460","Boston-Cambridge-Newton, MA-NH","Whitman, MA",14489,1 
"02420","14460","Boston-Cambridge-Newton, MA-NH","Lexington, MA",14052,1 
"02421","14460","Boston-Cambridge-Newton, MA-NH","Lexington, MA",17342,1 
"02445","14460","Boston-Cambridge-Newton, MA-NH","Brookline, MA",20679,1 
"02446","14460","Boston-Cambridge-Newton, MA-NH","Brookline, MA",29311,1 
"02451","14460","Boston-Cambridge-Newton, MA-NH","Waltham, MA",17426,1 
"02452","14460","Boston-Cambridge-Newton, MA-NH","Waltham, MA",14238,1 
"02453","14460","Boston-Cambridge-Newton, MA-NH","Waltham, MA",28968,1 
"02457","14460","Boston-Cambridge-Newton, MA-NH","Wellesley, MA",1432,1 
"02458","14460","Boston-Cambridge-Newton, MA-NH","Newton, MA",12131,1 
"02459","14460","Boston-Cambridge-Newton, MA-NH","Newton, MA",19095,1 
"02460","14460","Boston-Cambridge-Newton, MA-NH","Newton, MA",8742,1 
"02461","14460","Boston-Cambridge-Newton, MA-NH","Newton, MA",7059,1 
"02462","14460","Boston-Cambridge-Newton, MA-NH","Newton, MA",1554,1 
"02464","14460","Boston-Cambridge-Newton, MA-NH","Newton, MA",2953,1 
"02465","14460","Boston-Cambridge-Newton, MA-NH","Newton, MA",11710,1 
"02466","14460","Boston-Cambridge-Newton, MA-NH","Newton, MA",8096,1 
"02467","14460","Boston-Cambridge-Newton, MA-NH","Brookline, MA",22491,1 
"02468","14460","Boston-Cambridge-Newton, MA-NH","Newton, MA",5273,1 
"02472","14460","Boston-Cambridge-Newton, MA-NH","Watertown Town, MA",32014,1 
"02474","14460","Boston-Cambridge-Newton, MA-NH","Arlington, MA",26312,1 
"02476","14460","Boston-Cambridge-Newton, MA-NH","Arlington, MA",16532,1 
"02478","14460","Boston-Cambridge-Newton, MA-NH","Belmont, MA",24664,1 
"02481","14460","Boston-Cambridge-Newton, MA-NH","Wellesley, MA",16244,1 
"02482","14460","Boston-Cambridge-Newton, MA-NH","Wellesley, MA",10306,1 
"02492","14460","Boston-Cambridge-Newton, MA-NH","Needham, MA",19931,1 
"02493","14460","Boston-Cambridge-Newton, MA-NH","Weston, MA",11261,1 
"02494","14460","Boston-Cambridge-Newton, MA-NH","Needham, MA",8955,1 
"02532","12700","Barnstable Town, MA","Buzzards Bay, MA",10723,0.845 
"02532","14460","Boston-Cambridge-Newton, MA-NH","Buzzards Bay, MA",1967,0.155 
"02534","12700","Barnstable Town, MA","Cataumet, MA (PO Boxes)",842,1 
"02535","47240","Vineyard Haven, MA","Chilmark, MA",1177,1 
"02536","12700","Barnstable Town, MA","East Falmouth, MA",19583,1 
"02537","12700","Barnstable Town, MA","East Sandwich, MA",6293,1 
"02538","14460","Boston-Cambridge-Newton, MA-NH","White Island Shores, MA",3603,1 
"02539","47240","Vineyard Haven, MA","Edgartown, MA",4067,1 
"02540","12700","Barnstable Town, MA","Falmouth, MA",8221,1 
"02542","12700","Barnstable Town, MA","Buzzards Bay, MA",1139,1 
"02543","12700","Barnstable Town, MA","Woods Hole, MA",612,0.964 
"02543","47240","Vineyard Haven, MA","Woods Hole, MA",23,0.036 
"02553","12700","Barnstable Town, MA","Monument Beach, MA",226,1 
"02554"," "," ","Nantucket, MA",9852,1 
"02556","12700","Barnstable Town, MA","North Falmouth, MA",3115,1 
"02557","47240","Vineyard Haven, MA","Oak Bluffs, MA (PO Boxes)",4491,1 
"02558","14460","Boston-Cambridge-Newton, MA-NH","Onset, MA",2156,1 
"02559","12700","Barnstable Town, MA","Pocasset, MA",3376,1 
"02561","12700","Barnstable Town, MA","Sagamore, MA",539,1 
"02562","12700","Barnstable Town, MA","Sagamore, MA",2977,1 
"02563","12700","Barnstable Town, MA","Sandwich, MA",10359,1 
"02564"," "," ","Siasconset, MA",310,1 
"02568","47240","Vineyard Haven, MA","Vineyard Haven, MA",4000,1 
"02571","14460","Boston-Cambridge-Newton, MA-NH","Wareham, MA",10481,1 
"02575","47240","Vineyard Haven, MA","West Tisbury, MA (PO Boxes)",2725,1 
"02576","14460","Boston-Cambridge-Newton, MA-NH","West Wareham, MA",3754,1 
"02584"," "," ","Nantucket, MA",10,1 
"02601","12700","Barnstable Town, MA","Barnstable Town, MA",14089,1 
"02630","12700","Barnstable Town, MA","Barnstable Town, MA",1850,1 
"02631","12700","Barnstable Town, MA","Brewster, MA",9679,1 
"02632","12700","Barnstable Town, MA","Barnstable Town, MA",10742,1 
"02633","12700","Barnstable Town, MA","Chatham, MA",3884,1 
"02635","12700","Barnstable Town, MA","Barnstable Town, MA",3296,1 
"02637","12700","Barnstable Town, MA","Barnstable Town, MA",253,1 
"02638","12700","Barnstable Town, MA","Dennis, MA",3207,1 
"02639","12700","Barnstable Town, MA","Dennis Port, MA",2875,1 
"02641","12700","Barnstable Town, MA","East Dennis, MA",532,1 
"02642","12700","Barnstable Town, MA","Eastham, MA",4937,1 
"02643","12700","Barnstable Town, MA","East Orleans, MA (PO Boxes)",26,1 
"02644","12700","Barnstable Town, MA","Forestdale, MA",3955,1 
"02645","12700","Barnstable Town, MA","East Harwich, MA",9663,1 
"02646","12700","Barnstable Town, MA","Harwich Port, MA",1676,1 
"02647","12700","Barnstable Town, MA","Barnstable Town, MA",129,1 
"02648","12700","Barnstable Town, MA","Barnstable Town, MA",7301,1 
"02649","12700","Barnstable Town, MA","Mashpee, MA",14006,1 
"02650","12700","Barnstable Town, MA","North Chatham, MA",848,1 
"02651","12700","Barnstable Town, MA","North Eastham, MA (PO Boxes)",16,1 
"02652","12700","Barnstable Town, MA","North Truro, MA (PO Boxes)",1175,1 
"02653","12700","Barnstable Town, MA","Orleans, MA",5911,1 
"02655","12700","Barnstable Town, MA","Barnstable Town, MA",3518,1 
"02657","12700","Barnstable Town, MA","Provincetown, MA",2942,1 
"02659","12700","Barnstable Town, MA","South Chatham, MA",1108,1 
"02660","12700","Barnstable Town, MA","South Dennis, MA",6261,1 
"02663","12700","Barnstable Town, MA","South Wellfleet, MA (PO Boxes)",173,1 
"02664","12700","Barnstable Town, MA","South Yarmouth, MA",9371,1 
"02666","12700","Barnstable Town, MA","Truro, MA (PO Boxes)",828,1 
"02667","12700","Barnstable Town, MA","Wellfleet, MA",2580,1 
"02668","12700","Barnstable Town, MA","Barnstable Town, MA",3278,1 
"02669","12700","Barnstable Town, MA","West Chatham, MA",285,1 
"02670","12700","Barnstable Town, MA","West Dennis, MA",1307,1 
"02671","12700","Barnstable Town, MA","Northwest Harwich, MA",1023,1 
"02672","12700","Barnstable Town, MA","Barnstable Town, MA",180,1 
"02673","12700","Barnstable Town, MA","West Yarmouth, MA",8402,1 
"02675","12700","Barnstable Town, MA","Yarmouth Port, MA",6577,1 
"02702","39300","Providence-Warwick, RI-MA","Assonet, MA",4125,1 
"02703","39300","Providence-Warwick, RI-MA","Attleboro, MA",43593,1 
"02713","47240","Vineyard Haven, MA","Cuttyhunk, MA (PO Boxes)",52,1 
"02715","39300","Providence-Warwick, RI-MA","Dighton, MA",3123,1 
"02717","39300","Providence-Warwick, RI-MA","East Freetown, MA",4745,1 
"02718","39300","Providence-Warwick, RI-MA","Taunton, MA",6655,1 
"02719","39300","Providence-Warwick, RI-MA","Fairhaven, MA",15873,1 
"02720","39300","Providence-Warwick, RI-MA","Fall River, MA",30287,1 
"02721","39300","Providence-Warwick, RI-MA","Fall River, MA",26290,1 
"02723","39300","Providence-Warwick, RI-MA","Fall River, MA",14767,1 
"02724","39300","Providence-Warwick, RI-MA","Fall River, MA",16908,1 
"02725","39300","Providence-Warwick, RI-MA","Somerset, MA",2631,1 
"02726","39300","Providence-Warwick, RI-MA","Somerset, MA",15534,1 
"02738","14460","Boston-Cambridge-Newton, MA-NH","Marion, MA",4907,1 
"02739","14460","Boston-Cambridge-Newton, MA-NH","Mattapoisett, MA",6045,1 
"02740","39300","Providence-Warwick, RI-MA","New Bedford, MA",43087,1 
"02743","39300","Providence-Warwick, RI-MA","Acushnet, MA",10307,1 
"02744","39300","Providence-Warwick, RI-MA","New Bedford, MA",11900,1 
"02745","39300","Providence-Warwick, RI-MA","New Bedford, MA",24576,1 
"02746","39300","Providence-Warwick, RI-MA","New Bedford, MA",15342,1 
"02747","39300","Providence-Warwick, RI-MA","North Dartmouth, MA",22927,1 
"02748","39300","Providence-Warwick, RI-MA","South Dartmouth, MA",11442,1 
"02760","39300","Providence-Warwick, RI-MA","North Attleboro, MA",26739,1 
"02762","14460","Boston-Cambridge-Newton, MA-NH","Plainville, MA",8264,1 
"02763","39300","Providence-Warwick, RI-MA","Attleboro Falls, MA",1973,1 
"02764","39300","Providence-Warwick, RI-MA","North Dighton, MA",3988,1 
"02766","39300","Providence-Warwick, RI-MA","Norton, MA",19031,1 
"02767","39300","Providence-Warwick, RI-MA","Raynham, MA",13566,1 
"02769","39300","Providence-Warwick, RI-MA","Rehoboth, MA",11608,1 
"02770","14460","Boston-Cambridge-Newton, MA-NH","Rochester, MA",5093,1 
"02771","39300","Providence-Warwick, RI-MA","Seekonk, MA",13708,1 
"02777","39300","Providence-Warwick, RI-MA","Swansea, MA",15840,1 
"02779","39300","Providence-Warwick, RI-MA","Berkley, MA",6411,1 
"02780","39300","Providence-Warwick, RI-MA","Taunton, MA",49036,1 
"02790","39300","Providence-Warwick, RI-MA","Westport, MA",15717,1 
"02791","39300","Providence-Warwick, RI-MA","Westport Point, MA (PO Boxes)",246,1 
"02802","39300","Providence-Warwick, RI-MA","Albion, RI (PO Boxes)",786,1 
"02804","39300","Providence-Warwick, RI-MA","Ashaway, RI",2607,1 
"02806","39300","Providence-Warwick, RI-MA","Barrington, RI",16310,1 
"02807","39300","Providence-Warwick, RI-MA","Block Island, RI (PO Boxes)",1051,1 
"02808","39300","Providence-Warwick, RI-MA","Bradford, RI",2401,1 
"02809","39300","Providence-Warwick, RI-MA","Bristol, RI",22938,1 
"02812","39300","Providence-Warwick, RI-MA","Carolina, RI",1497,1 
"02813","39300","Providence-Warwick, RI-MA","Charlestown, RI",7831,1 
"02814","39300","Providence-Warwick, RI-MA","Chepachet, RI",7496,1 
"02815","39300","Providence-Warwick, RI-MA","Clayville, RI",278,1 
"02816","39300","Providence-Warwick, RI-MA","Coventry, RI",32611,1 
"02817","39300","Providence-Warwick, RI-MA","West Greenwich, RI",6135,1 
"02818","39300","Providence-Warwick, RI-MA","East Greenwich, RI",18082,1 
"02822","39300","Providence-Warwick, RI-MA","Exeter, RI",6111,1 
"02825","39300","Providence-Warwick, RI-MA","Foster, RI",5377,1 
"02826","39300","Providence-Warwick, RI-MA","Glendale, RI (PO Boxes)",791,1 
"02827","39300","Providence-Warwick, RI-MA","Greene, RI",2172,1 
"02828","39300","Providence-Warwick, RI-MA","Greenville, RI",7704,1 
"02830","39300","Providence-Warwick, RI-MA","Harrisville, RI",5976,1 
"02831","39300","Providence-Warwick, RI-MA","Hope, RI",3515,1 
"02832","39300","Providence-Warwick, RI-MA","Hope Valley, RI",4608,1 
"02833","39300","Providence-Warwick, RI-MA","Hopkinton, RI",784,1 
"02835","39300","Providence-Warwick, RI-MA","Jamestown, RI",5405,1 
"02836","39300","Providence-Warwick, RI-MA","Kenyon, RI",136,1 
"02837","39300","Providence-Warwick, RI-MA","Little Compton, RI",3492,1 
"02838","39300","Providence-Warwick, RI-MA","Manville, RI",3400,1 
"02839","39300","Providence-Warwick, RI-MA","Mapleville, RI",1902,1 
"02840","39300","Providence-Warwick, RI-MA","Newport, RI",23335,1 
"02841","39300","Providence-Warwick, RI-MA","Newport, RI",1392,1 
"02842","39300","Providence-Warwick, RI-MA","Newport East, RI",16095,1 
"02852","39300","Providence-Warwick, RI-MA","North Kingstown, RI",22551,1 
"02857","39300","Providence-Warwick, RI-MA","North Scituate, RI",8412,1 
"02858","39300","Providence-Warwick, RI-MA","Oakland, RI",570,1 
"02859","39300","Providence-Warwick, RI-MA","Pascoag, RI",6738,1 
"02860","39300","Providence-Warwick, RI-MA","Pawtucket, RI",45199,1 
"02861","39300","Providence-Warwick, RI-MA","Pawtucket, RI",26178,1 
"02863","39300","Providence-Warwick, RI-MA","Central Falls, RI",19385,1 
"02864","39300","Providence-Warwick, RI-MA","Cumberland, RI",33396,1 
"02865","39300","Providence-Warwick, RI-MA","Lincoln, RI",16951,1 
"02871","39300","Providence-Warwick, RI-MA","Portsmouth, RI",17171,1 
"02872","39300","Providence-Warwick, RI-MA","Prudence Island, RI",218,1 
"02873","39300","Providence-Warwick, RI-MA","Rockville, RI (PO Boxes)",235,1 
"02874","39300","Providence-Warwick, RI-MA","Saunderstown, RI",5860,1 
"02875","39300","Providence-Warwick, RI-MA","Shannock, RI",307,1 
"02876","39300","Providence-Warwick, RI-MA","Slatersville, RI",430,1 
"02878","39300","Providence-Warwick, RI-MA","Tiverton, RI",15780,1 
"02879","39300","Providence-Warwick, RI-MA","Wakefield, RI",20371,1 
"02881","39300","Providence-Warwick, RI-MA","Kingston, RI",7841,1 
"02882","39300","Providence-Warwick, RI-MA","Narragansett, RI",14184,1 
"02885","39300","Providence-Warwick, RI-MA","Warren, RI",10627,1 
"02886","39300","Providence-Warwick, RI-MA","Warwick, RI",29269,1 
"02888","39300","Providence-Warwick, RI-MA","Warwick, RI",19912,1 
"02889","39300","Providence-Warwick, RI-MA","Warwick, RI",28217,1 
"02891","39300","Providence-Warwick, RI-MA","Westerly, RI",21198,1 
"02892","39300","Providence-Warwick, RI-MA","West Kingston, RI",4988,1 
"02893","39300","Providence-Warwick, RI-MA","West Warwick, RI",29630,1 
"02894","39300","Providence-Warwick, RI-MA","Wood River Junction, RI",722,1 
"02895","39300","Providence-Warwick, RI-MA","Woonsocket, RI",41186,1 
"02896","39300","Providence-Warwick, RI-MA","North Smithfield, RI",11537,1 
"02898","39300","Providence-Warwick, RI-MA","Wyoming, RI",1696,1 
"02903","39300","Providence-Warwick, RI-MA","Providence, RI",10780,1 
"02904","39300","Providence-Warwick, RI-MA","Providence, RI",29359,1 
"02905","39300","Providence-Warwick, RI-MA","Providence, RI",25223,1 
"02906","39300","Providence-Warwick, RI-MA","Providence, RI",28387,1 
"02907","39300","Providence-Warwick, RI-MA","Providence, RI",27445,1 
"02908","39300","Providence-Warwick, RI-MA","Providence, RI",37467,1 
"02909","39300","Providence-Warwick, RI-MA","Providence, RI",43540,1 
"02910","39300","Providence-Warwick, RI-MA","Cranston, RI",21000,1 
"02911","39300","Providence-Warwick, RI-MA","North Providence, RI",15574,1 
"02912","39300","Providence-Warwick, RI-MA","Providence, RI",1370,1 
"02914","39300","Providence-Warwick, RI-MA","East Providence, RI",21963,1 
"02915","39300","Providence-Warwick, RI-MA","East Providence, RI",16897,1 
"02916","39300","Providence-Warwick, RI-MA","East Providence, RI",8139,1 
"02917","39300","Providence-Warwick, RI-MA","Smithfield, RI",13762,1 
"02919","39300","Providence-Warwick, RI-MA","Johnston, RI",28790,1 
"02920","39300","Providence-Warwick, RI-MA","Cranston, RI",37547,1 
"02921","39300","Providence-Warwick, RI-MA","Cranston, RI",12361,1 
"03031","31700","Manchester-Nashua, NH","Amherst, NH",11247,1 
"03032","14460","Boston-Cambridge-Newton, MA-NH","Auburn, NH",4953,1 
"03033","31700","Manchester-Nashua, NH","Brookline, NH",4987,1 
"03034","14460","Boston-Cambridge-Newton, MA-NH","Candia, NH",3970,1 
"03036","14460","Boston-Cambridge-Newton, MA-NH","Chester, NH",4782,1 
"03037","14460","Boston-Cambridge-Newton, MA-NH","Deerfield, NH",4219,1 
"03038","14460","Boston-Cambridge-Newton, MA-NH","Derry, NH",33269,1 
"03042","14460","Boston-Cambridge-Newton, MA-NH","Epping, NH",6341,1 
"03043","31700","Manchester-Nashua, NH","Francestown, NH",1573,1 
"03044","14460","Boston-Cambridge-Newton, MA-NH","Fremont, NH",4263,1 
"03045","31700","Manchester-Nashua, NH","Goffstown, NH",13560,1 
"03046","18180","Concord, NH","Dunbarton, NH",2758,1 
"03047","31700","Manchester-Nashua, NH","Greenfield, NH",1767,1 
"03048","31700","Manchester-Nashua, NH","Greenville, NH",3426,1 
"03049","31700","Manchester-Nashua, NH","Hollis, NH",7688,1 
"03051","31700","Manchester-Nashua, NH","Hudson, NH",24480,1 
"03052","31700","Manchester-Nashua, NH","Litchfield, NH",8258,1 
"03053","14460","Boston-Cambridge-Newton, MA-NH","Londonderry, NH",23957,1 
"03054","31700","Manchester-Nashua, NH","Merrimack, NH",25477,1 
"03055","31700","Manchester-Nashua, NH","Milford, NH",15086,1 
"03057","31700","Manchester-Nashua, NH","Mont Vernon, NH",2500,1 
"03060","31700","Manchester-Nashua, NH","Nashua, NH",29357,1 
"03062","31700","Manchester-Nashua, NH","Nashua, NH",26694,1 
"03063","31700","Manchester-Nashua, NH","Nashua, NH",16216,1 
"03064","31700","Manchester-Nashua, NH","Nashua, NH",14227,1 
"03070","31700","Manchester-Nashua, NH","New Boston, NH",5254,1 
"03071","31700","Manchester-Nashua, NH","New Ipswich, NH",5109,1 
"03076","31700","Manchester-Nashua, NH","Pelham, NH",12897,1 
"03077","14460","Boston-Cambridge-Newton, MA-NH","Raymond, NH",10155,1 
"03079","14460","Boston-Cambridge-Newton, MA-NH","Salem, NH",28776,1 
"03082","31700","Manchester-Nashua, NH","Lyndeborough, NH",1615,1 
"03084","31700","Manchester-Nashua, NH","Temple, NH",1366,1 
"03086","31700","Manchester-Nashua, NH","Wilton, NH",3728,1 
"03087","14460","Boston-Cambridge-Newton, MA-NH","Windham, NH",13592,1 
"03101","31700","Manchester-Nashua, NH","Manchester, NH",3049,1 
"03102","31700","Manchester-Nashua, NH","Manchester, NH",31096,1 
"03103","31700","Manchester-Nashua, NH","Manchester, NH",36476,1 
"03104","18180","Concord, NH","Manchester, NH",77,0.002 
"03104","31700","Manchester-Nashua, NH","Manchester, NH",32721,0.998 
"03106","18180","Concord, NH","South Hooksett, NH",13374,1 
"03109","31700","Manchester-Nashua, NH","Manchester, NH",10314,1 
"03110","31700","Manchester-Nashua, NH","Bedford, NH",21203,1 
"03215","17200","Claremont-Lebanon, NH-VT","Waterville Valley, NH",247,1 
"03216","18180","Concord, NH","Andover, NH",2159,1 
"03217","17200","Claremont-Lebanon, NH-VT","Ashland, NH",2076,1 
"03218","29060","Laconia, NH","Barnstead, NH (PO Boxes)",960,1 
"03220","18180","Concord, NH","Belmont, NH",81,0.011 
"03220","29060","Laconia, NH","Belmont, NH",7349,0.989 
"03221","18180","Concord, NH","Bradford, NH",2091,1 
"03222","17200","Claremont-Lebanon, NH-VT","Bristol, NH",5353,1 
"03223","17200","Claremont-Lebanon, NH-VT","Campton, NH",3427,1 
