state,puma12,puma2k,_us_,cbsa,stab,cbsaname,PUMAname,PUMA2kName,pop10,afact
FIPS state,puma12,puma2k,_us_,cbsa,State Postal Code,CBSA Name,PUMA12 Name,PUMA 2K Name,"Total Pop, 2010 census",puma2k to cbsa alloc factor
36,901,1001,us,40380,NY,"Rochester, NY",Monroe County (East),3601001,122621,1
36,901,1003,us,40380,NY,"Rochester, NY",Monroe County (East),3601003,7878,1
36,902,902,us,40380,NY,"Rochester, NY",Monroe County (Central)--Rochester City (East),3600902,108135,1
36,902,1001,us,40380,NY,"Rochester, NY",Monroe County (Central)--Rochester City (East),3601001,63,1
36,902,1004,us,40380,NY,"Rochester, NY",Monroe County (Central)--Rochester City (East),3601004,7,1
36,903,901,us,40380,NY,"Rochester, NY",Monroe County (Central)--Rochester City (West),3600901,102303,1
36,904,1002,us,40380,NY,"Rochester, NY",Monroe County (Central)--Greece & Gates Towns,3601002,124495,1
36,905,901,us,40380,NY,"Rochester, NY",Monroe County (North & West),3600901,10,1
36,905,1005,us,40380,NY,"Rochester, NY",Monroe County (North & West),3601005,104435,1
36,906,1004,us,40380,NY,"Rochester, NY",Monroe County (South),3601004,174274,1
36,1000,1300,us,12860,NY,"Batavia, NY",Genesee & Orleans Counties,3601300,60079,0.584
36,1000,1300,us,40380,NY,"Rochester, NY",Genesee & Orleans Counties,3601300,42883,0.416
36,1101,1502,us,15380,NY,"Buffalo-Cheektowaga-Niagara Falls, NY",Niagara County (Southwest)--Greater Niagara Falls & North Tonawanda Area,3601502,108256,1
36,1102,1501,us,15380,NY,"Buffalo-Cheektowaga-Niagara Falls, NY",Niagara County (North & East),3601501,108213,1
36,1201,1601,us,15380,NY,"Buffalo-Cheektowaga-Niagara Falls, NY",Erie County (Northwest),3601601,109071,1
36,1202,1602,us,15380,NY,"Buffalo-Cheektowaga-Niagara Falls, NY",Erie County (North Central),3601602,122366,1
36,1203,1603,us,15380,NY,"Buffalo-Cheektowaga-Niagara Falls, NY",Erie County (Northeast),3601603,108414,1
36,1204,1604,us,15380,NY,"Buffalo-Cheektowaga-Niagara Falls, NY",Erie County (Central),3601604,151078,1
36,1205,1401,us,15380,NY,"Buffalo-Cheektowaga-Niagara Falls, NY",Erie County (West Central)--Buffalo City (East),3601401,144313,1
36,1205,1402,us,15380,NY,"Buffalo-Cheektowaga-Niagara Falls, NY",Erie County (West Central)--Buffalo City (East),3601402,1285,1
36,1206,1401,us,15380,NY,"Buffalo-Cheektowaga-Niagara Falls, NY",Erie County (West Central)--Buffalo City (West),3601401,12010,1
36,1206,1402,us,15380,NY,"Buffalo-Cheektowaga-Niagara Falls, NY",Erie County (West Central)--Buffalo City (West),3601402,103702,1
36,1207,1603,us,15380,NY,"Buffalo-Cheektowaga-Niagara Falls, NY",Erie County (South),3601603,9,1
36,1207,1605,us,15380,NY,"Buffalo-Cheektowaga-Niagara Falls, NY",Erie County (South),3601605,166792,1
36,1300,1200,us, ,NY, ,Livingston & Wyoming Counties,3601200,42155,0.392
36,1300,1200,us,40380,NY,"Rochester, NY",Livingston & Wyoming Counties,3601200,65393,0.608
36,1400,1100,us,40380,NY,"Rochester, NY",Ontario & Yates Counties,3601100,107931,1
36,1400,2800,us,40380,NY,"Rochester, NY",Ontario & Yates Counties,3602800,25348,1
36,1500,801,us,45060,NY,"Syracuse, NY",Madison & Cortland Counties,3600801,73442,1
36,1500,1800,us,18660,NY,"Cortland, NY",Madison & Cortland Counties,3601800,49336,1
36,1600,2000,us,11220,NY,"Amsterdam, NY",Fulton & Montgomery Counties,3602000,50219,0.475
36,1600,2000,us,24100,NY,"Gloversville, NY",Fulton & Montgomery Counties,3602000,55531,0.525
36,1700,2100,us,10580,NY,"Albany-Schenectady-Troy, NY",Schenectady County--Schenectady City,3602100,154727,1
36,1801,2202,us,10580,NY,"Albany-Schenectady-Troy, NY",Saratoga County (South & Central),3602202,105628,1
36,1802,2201,us,10580,NY,"Albany-Schenectady-Troy, NY",Saratoga County (Outer),3602201,113979,1
36,1900,2300,us,10580,NY,"Albany-Schenectady-Troy, NY",Rensselaer County--Troy City,3602300,159429,1
36,2001,2401,us,10580,NY,"Albany-Schenectady-Troy, NY",Albany County (East Central)--Albany City,3602401,106379,1
36,2001,2402,us,10580,NY,"Albany-Schenectady-Troy, NY",Albany County (East Central)--Albany City,3602402,22,1
36,2002,2402,us,10580,NY,"Albany-Schenectady-Troy, NY",Albany County (Outside Albany City),3602402,197803,1
36,2100,2500,us, ,NY, ,Columbia & Greene Counties,3602500,49221,0.438
36,2100,2500,us,26460,NY,"Hudson, NY",Columbia & Greene Counties,3602500,63096,0.562
36,2201,2602,us,13780,NY,"Binghamton, NY",Broome County (West Central)--Greater Binghamton City & Greater Johnson City Village,3602602,127478,1
36,2202,2601,us,13780,NY,"Binghamton, NY",Broome (Outer West) & Tioga Counties,3602601,110323,1
36,2202,2602,us,13780,NY,"Binghamton, NY",Broome (Outer West) & Tioga Counties,3602602,11,1
36,2203,1800,us, ,NY, ,"Chenango, Delaware & Broome (East) Counties",3601800,50477,1
36,2203,1900,us, ,NY, ,"Chenango, Delaware & Broome (East) Counties",3601900,47980,1
36,2203,2601,us,13780,NY,"Binghamton, NY","Chenango, Delaware & Broome (East) Counties",3602601,13913,1
36,2300,1700,us,27060,NY,"Ithaca, NY",Tompkins County,3601700,101564,1
36,2401,2700,us,21300,NY,"Elmira, NY",Chemung (South) & Steuben (East) Counties--Greater Elmira & Greater Corning Cities,3602700,79380,1
36,2401,2800,us,18500,NY,"Corning, NY",Chemung (South) & Steuben (East) Counties--Greater Elmira & Greater Corning Cities,3602800,25490,1
36,2402,2700,us, ,NY, ,"Steuben (North & West), Schuyler & Chemung (North) Counties",3602700,18343,0.66
36,2402,2700,us,21300,NY,"Elmira, NY","Steuben (North & West), Schuyler & Chemung (North) Counties",3602700,9450,0.34
36,2402,2800,us,18500,NY,"Corning, NY","Steuben (North & West), Schuyler & Chemung (North) Counties",3602800,73500,1
36,2500,2900,us, ,NY, ,Cattaraugus & Allegany Counties,3602900,48946,0.379
36,2500,2900,us,36460,NY,"Olean, NY",Cattaraugus & Allegany Counties,3602900,80317,0.621
36,2600,3000,us,27460,NY,"Jamestown-Dunkirk-Fredonia, NY",Chautauqua County,3603000,134905,1
36,2701,3101,us, ,NY, ,Sullivan & Ulster (West) Counties,3603101,77547,0.729
36,2701,3101,us,28740,NY,"Kingston, NY",Sullivan & Ulster (West) Counties,3603101,28763,0.271
36,2701,3102,us,28740,NY,"Kingston, NY",Sullivan & Ulster (West) Counties,3603102,5884,1
36,2702,3102,us,28740,NY,"Kingston, NY",Ulster County (East),3603102,147846,1
36,2801,3201,us,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA",Dutchess County (North & East),3603201,127686,1
36,2802,3202,us,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA",Dutchess County (Southwest),3603202,169802,1
36,2901,3301,us,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA",Orange County (Northeast)--Greater Newburgh City,3603301,119213,1
36,2901,3303,us,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA",Orange County (Northeast)--Greater Newburgh City,3603303,5,1
36,2902,3302,us,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA",Orange County (Northwest),3603302,124140,1
36,2903,3303,us,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA",Orange County (Southeast),3603303,129455,1
36,3001,3601,us,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA",Rockland County (North)--New City & Congers,3603601,51617,1
36,3001,3602,us,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA",Rockland County (North)--New City & Congers,3603602,51714,1
36,3002,3601,us,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA","Rockland County (South)--Orangetown, Clarkstown (South) & Ramapo (Southeast) Towns",3603601,81614,1
36,3002,3602,us,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA","Rockland County (South)--Orangetown, Clarkstown (South) & Ramapo (Southeast) Towns",3603602,21885,1
36,3003,3602,us,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA","Rockland County (West)--Spring Valley, Suffern Villages & Monsey",3603602,104857,1
36,3101,3506,us,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA",Putnam County,3603506,102303,1
36,3102,3502,us,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA",Westchester County (Northwest),3603502,146573,1
36,3103,3501,us,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA",Westchester County (Northeast),3603501,129886,1
36,3103,3506,us,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA",Westchester County (Northeast),3603506,4277,1
36,3104,3504,us,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA",Westchester County (Southeast),3603504,118276,1
36,3105,3503,us,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA",Westchester County (Central)--White Plains City,3603503,162419,1
36,3106,3400,us,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA",Westchester County (Southwest)--Yonkers City,3603400,195963,1
36,3106,3503,us,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA",Westchester County (Southwest)--Yonkers City,3603503,13,1
36,3107,3505,us,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA",Westchester County (South Central)--New Rochelle & Mount Vernon Cities,3603505,189113,1
36,3201,4201,us,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA",Nassau County (Northwest)--North Hempstead Town (North),3604201,112079,1
36,3202,4201,us,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA",Nassau County (Northeast)--Oyster Bay Town (North) & Glen Cove City,3604201,3,1
36,3202,4202,us,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA",Nassau County (Northeast)--Oyster Bay Town (North) & Glen Cove City,3604202,111628,1
36,3203,4202,us,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA",Nassau County (East Central)--Oyster Bay Town (Central),3604202,5531,1
36,3203,4203,us,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA",Nassau County (East Central)--Oyster Bay Town (Central),3604203,95864,1
36,3204,4201,us,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA",Nassau County (West Central)--North Hempstead Town (South),3604201,106,1
36,3204,4204,us,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA",Nassau County (West Central)--North Hempstead Town (South),3604204,114150,1
36,3205,4204,us,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA",Nassau County (West Central)--Hempstead Town (Northwest),3604204,4,1
36,3205,4205,us,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA",Nassau County (West Central)--Hempstead Town (Northwest),3604205,113538,1
36,3206,4206,us,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA",Nassau County (Central)--Hempstead Town (North Central)--Meadowbrook Corridor,3604206,143976,1
36,3207,4203,us,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA",Nassau County (Central)--Hempstead Town (Northeast),3604203,27,1
36,3207,4207,us,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA",Nassau County (Central)--Hempstead Town (Northeast),3604207,113970,1
36,3207,4208,us,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA",Nassau County (Central)--Hempstead Town (Northeast),3604208,69,1
36,3208,4203,us,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA",Nassau County (Southeast)--Oyster Bay Town (South),3604203,8817,1
36,3208,4208,us,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA",Nassau County (Southeast)--Oyster Bay Town (South),3604208,98322,1
36,3209,4209,us,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA",Nassau County (Central)--Hempstead Town (East Central),3604209,104693,1
36,3210,4210,us,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA",Nassau County (South Central)--Hempstead Town (Southeast),3604210,103996,1
36,3211,4206,us,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA",Nassau County (West Central)--Hempstead Town (West Central),3604206,29,1
36,3211,4211,us,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA",Nassau County (West Central)--Hempstead Town (West Central),3604211,107811,1
36,3211,4212,us,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA",Nassau County (West Central)--Hempstead Town (West Central),3604212,15,1
36,3212,4211,us,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA",Nassau County (Southwest)--Hempstead Town (Southwest) & Long Beach City,3604211,79,1
36,3212,4212,us,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA",Nassau County (Southwest)--Hempstead Town (Southwest) & Long Beach City,3604212,104825,1
36,3301,4301,us,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA",Suffolk County (Northwest)--Huntington Town (North),3604301,102170,1
36,3302,4301,us,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA",Suffolk County (Northwest)--Huntington Town (South),3604301,101092,1
36,3302,4312,us,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA",Suffolk County (Northwest)--Huntington Town (South),3604312,2,1
36,3303,4302,us,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA",Suffolk County (Northwest)--Smithtown Town,3604302,117801,1
36,3304,4303,us,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA",Suffolk County (North Central)--Brookhaven Town (North),3604303,119632,1
36,3305,4304,us,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA",Suffolk County (East),3604304,136775,1
36,3306,4305,us,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA",Suffolk County (South Central)--Brookhaven Town (South),3604305,130407,1
36,3307,4305,us,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA",Suffolk County (Central)--Brookhaven Town (Central),3604305,484,1
36,3307,4306,us,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA",Suffolk County (Central)--Brookhaven Town (Central),3604306,120947,1
36,3307,4308,us,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA",Suffolk County (Central)--Brookhaven Town (Central),3604308,4773,1
36,3308,4307,us,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA",Suffolk County (Central)--Brookhaven Town (West Central),3604307,110121,1
36,3309,4308,us,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA",Suffolk County (Central)--Islip Town (East),3604308,101410,1
36,3310,4309,us,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA",Suffolk County (Central)--Islip Town (Northwest),3604309,128744,1
36,3311,4310,us,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA",Suffolk County (Southwest)--Islip Town (South),3604310,105389,1
36,3312,4310,us,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA",Suffolk County (Southwest)--Babylon Town (Southeast),3604310,262,1
36,3312,4311,us,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA",Suffolk County (Southwest)--Babylon Town (Southeast),3604311,100267,1
36,3312,4312,us,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA",Suffolk County (Southwest)--Babylon Town (Southeast),3604312,38,1
36,3313,4312,us,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA",Suffolk County (West Central)--Babylon Town (Northwest),3604312,113036,1
36,3701,3701,us,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA","NYC-Bronx Community District 8--Riverdale, Fieldston & Kingsbridge",3603701,108121,1
36,3702,3702,us,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA","NYC-Bronx Community District 12--Wakefield, Williamsbridge & Woodlawn",3603702,138360,1
36,3703,3703,us,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA","NYC-Bronx Community District 10--Co-op City, Pelham Bay & Schuylerville",3603703,115014,1
36,3704,3704,us,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA","NYC-Bronx Community District 11--Pelham Parkway, Morris Park & Laconia",3603704,123764,1
36,3705,3705,us,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA","NYC-Bronx Community District 3 & 6--Belmont, Crotona Park East & East Tremont",3603705,161355,1
36,3705,3708,us,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA","NYC-Bronx Community District 3 & 6--Belmont, Crotona Park East & East Tremont",3603708,17,1
36,3706,3702,us,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA","NYC-Bronx Community District 7--Bedford Park, Fordham North & Norwood",3603702,52,1
36,3706,3706,us,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA","NYC-Bronx Community District 7--Bedford Park, Fordham North & Norwood",3603706,127353,1
36,3707,3707,us,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA","NYC-Bronx Community District 5--Morris Heights, Fordham South & Mount Hope",3603707,134257,1
36,3708,3708,us,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA","NYC-Bronx Community District 4--Concourse, Highbridge & Mount Eden",3603708,139293,1
36,3709,3703,us,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA","NYC-Bronx Community District 9--Castle Hill, Clason Point & Parkchester",3603703,209,1
36,3709,3709,us,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA","NYC-Bronx Community District 9--Castle Hill, Clason Point & Parkchester",3603709,181195,1
36,3710,3707,us,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA","NYC-Bronx Community District 1 & 2--Hunts Point, Longwood & Melrose",3603707,61,1
36,3710,3710,us,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA","NYC-Bronx Community District 1 & 2--Hunts Point, Longwood & Melrose",3603710,156057,1
36,3801,3801,us,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA","NYC-Manhattan Community District 12--Washington Heights, Inwood & Marble Hill",3603801,198483,1
36,3802,3801,us,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA","NYC-Manhattan Community District 9--Hamilton Heights, Manhattanville & West Harlem",3603801,2,1
36,3802,3802,us,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA","NYC-Manhattan Community District 9--Hamilton Heights, Manhattanville & West Harlem",3603802,127369,1
36,3802,3806,us,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA","NYC-Manhattan Community District 9--Hamilton Heights, Manhattanville & West Harlem",3603806,28,1
36,3803,3803,us,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA",NYC-Manhattan Community District 10--Central Harlem,3603803,118665,1
36,3804,3804,us,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA",NYC-Manhattan Community District 11--East Harlem,3603804,117569,1
36,3805,3805,us,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA",NYC-Manhattan Community District 8--Upper East Side,3603805,219920,1
36,3806,3806,us,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA",NYC-Manhattan Community District 7--Upper West Side & West Side,3603806,193892,1
36,3807,3807,us,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA","NYC-Manhattan Community District 4 & 5--Chelsea, Clinton & Midtown Business District",3603807,144660,1
36,3807,3810,us,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA","NYC-Manhattan Community District 4 & 5--Chelsea, Clinton & Midtown Business District",3603810,4,1
36,3808,3808,us,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA","NYC-Manhattan Community District 6--Murray Hill, Gramercy & Stuyvesant Town",3603808,151010,1
36,3809,3809,us,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA",NYC-Manhattan Community District 3--Chinatown & Lower East Side,3603809,164934,1
36,3809,3810,us,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA",NYC-Manhattan Community District 3--Chinatown & Lower East Side,3603810,3,1
36,3810,3810,us,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA","NYC-Manhattan Community District 1 & 2--Battery Park City, Greenwich Village & Soho",3603810,149334,1
36,3901,3901,us,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA","NYC-Staten Island Community District 3--Tottenville, Great Kills & Annadale",3603901,159950,1
36,3901,3902,us,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA","NYC-Staten Island Community District 3--Tottenville, Great Kills & Annadale",3603902,8,1
36,3902,3901,us,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA",NYC-Staten Island Community District 2--New Springville & South Beach,3603901,259,1
36,3902,3902,us,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA",NYC-Staten Island Community District 2--New Springville & South Beach,3603902,132757,1
36,3903,3902,us,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA","NYC-Staten Island Community District 1--Port Richmond, Stapleton & Mariners Harbor",3603902,121,1
36,3903,3903,us,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA","NYC-Staten Island Community District 1--Port Richmond, Stapleton & Mariners Harbor",3603903,175635,1
36,4001,4001,us,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA",NYC-Brooklyn Community District 1--Greenpoint & Williamsburg,3604001,147577,1
36,4002,4002,us,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA",NYC-Brooklyn Community District 4--Bushwick,3604002,129253,1
36,4003,4003,us,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA",NYC-Brooklyn Community District 3--Bedford-Stuyvesant,3604003,134217,1
36,4004,4004,us,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA",NYC-Brooklyn Community District 2--Brooklyn Heights & Fort Greene,3604004,118579,1
36,4005,4005,us,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA","NYC-Brooklyn Community District 6--Park Slope, Carroll Gardens & Red Hook",3604005,106002,1
36,4006,4006,us,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA",NYC-Brooklyn Community District 8--Crown Heights North & Prospect Heights,3604006,123018,1
36,4007,4007,us,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA",NYC-Brooklyn Community District 16--Brownsville & Ocean Hill,3604007,119578,1
36,4008,4008,us,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA",NYC-Brooklyn Community District 5--East New York & Starrett City,3604008,154541,1
36,4009,4009,us,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA",NYC-Brooklyn Community District 18--Canarsie & Flatlands,3604009,193723,1
36,4010,4010,us,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA","NYC-Brooklyn Community District 17--East Flatbush, Farragut & Rugby",3604010,135648,1
36,4011,4011,us,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA","NYC-Brooklyn Community District 9--Crown Heights South, Prospect Lefferts & Wingate",3604011,107129,1
36,4012,4012,us,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA",NYC-Brooklyn Community District 7--Sunset Park & Windsor Terrace,3604012,147374,1
36,4013,4013,us,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA",NYC-Brooklyn Community District 10--Bay Ridge & Dyker Heights,3604013,121790,1
36,4014,4014,us,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA","NYC-Brooklyn Community District 12--Borough Park, Kensington & Ocean Parkway",3604014,163547,1
36,4015,4015,us,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA",NYC-Brooklyn Community District 14--Flatbush & Midwood,3604015,158639,1
36,4016,4016,us,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA","NYC-Brooklyn Community District 15--Sheepshead Bay, Gerritsen Beach & Homecrest",3604016,147751,1
36,4017,4017,us,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA",NYC-Brooklyn Community District 11--Bensonhurst & Bath Beach,3604017,181635,1
36,4017,4018,us,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA",NYC-Brooklyn Community District 11--Bensonhurst & Bath Beach,3604018,1,1
36,4018,4018,us,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA",NYC-Brooklyn Community District 13--Brighton Beach & Coney Island,3604018,114698,1
36,4101,4101,us,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA",NYC-Queens Community District 1--Astoria & Long Island City,3604101,174174,1
36,4102,4102,us,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA",NYC-Queens Community District 3--Jackson Heights & North Corona,3604102,183006,1
36,4102,4107,us,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA",NYC-Queens Community District 3--Jackson Heights & North Corona,3604107,333,1
36,4103,4103,us,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA","NYC-Queens Community District 7--Flushing, Murray Hill & Whitestone",3604103,248328,1
36,4104,4104,us,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA","NYC-Queens Community District 11--Bayside, Douglaston & Little Neck",3604104,116852,1
36,4105,4105,us,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA","NYC-Queens Community District 13--Queens Village, Cambria Heights & Rosedale",3604105,188688,1
36,4106,4106,us,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA","NYC-Queens Community District 8--Briarwood, Fresh Meadows & Hillcrest",3604106,153708,1
36,4106,4111,us,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA","NYC-Queens Community District 8--Briarwood, Fresh Meadows & Hillcrest",3604111,309,1
36,4107,4107,us,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA",NYC-Queens Community District 4--Elmhurst & South Corona,3604107,145936,1
36,4107,4110,us,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA",NYC-Queens Community District 4--Elmhurst & South Corona,3604110,205,1
36,4108,4108,us,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA",NYC-Queens Community District 6--Forest Hills & Rego Park,3604108,111988,1
36,4109,4107,us,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA",NYC-Queens Community District 2--Sunnyside & Woodside,3604107,13,1
36,4109,4109,us,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA",NYC-Queens Community District 2--Sunnyside & Woodside,3604109,133892,1
36,4109,4110,us,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA",NYC-Queens Community District 2--Sunnyside & Woodside,3604110,13,1
36,4110,4108,us,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA","NYC-Queens Community District 5--Ridgewood, Glendale & Middle Village",3604108,87,1
36,4110,4110,us,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA","NYC-Queens Community District 5--Ridgewood, Glendale & Middle Village",3604110,170244,1
36,4111,4111,us,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA",NYC-Queens Community District 9--Richmond Hill & Woodhaven,3604111,143047,1
36,4112,4111,us,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA","NYC-Queens Community District 12--Jamaica, Hollis & St. Albans",3604111,129,1
36,4112,4112,us,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA","NYC-Queens Community District 12--Jamaica, Hollis & St. Albans",3604112,221390,1
36,4113,4113,us,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA",NYC-Queens Community District 10--Howard Beach & Ozone Park,3604113,123402,1
36,4114,4114,us,35620,NY,"New York-Newark-Jersey City, NY-NJ-PA","NYC-Queens Community District 14--Far Rockaway, Breezy Point & Broad Channel",3604114,114978,1
37,100,500,us, ,NC, ,"Boone High Country--Watauga, Ashe, Yancey, Avery & Mitchell Counties",3700500,78475,0.606
37,100,500,us,14380,NC,"Boone, NC","Boone High Country--Watauga, Ashe, Yancey, Avery & Mitchell Counties",3700500,51047,0.394
37,100,600,us,14380,NC,"Boone, NC","Boone High Country--Watauga, Ashe, Yancey, Avery & Mitchell Counties",3700600,32,1
37,200,600,us, ,NC, ,"Wilkesboro High Country--Surry, Wilkes & Alleghany Counties",3700600,11155,0.072
37,200,600,us,34340,NC,"Mount Airy, NC","Wilkesboro High Country--Surry, Wilkes & Alleghany Counties",3700600,73673,0.478
37,200,600,us,35900,NC,"North Wilkesboro, NC","Wilkesboro High Country--Surry, Wilkes & Alleghany Counties",3700600,69340,0.45
37,300,2100,us,49180,NC,"Winston-Salem, NC",Rockingham & Stokes Counties,3702100,47401,1
