state,puma12,puma2k,_us_,cbsa,stab,cbsaname,PUMAname,PUMA2kName,pop10,afact
FIPS state,puma12,puma2k,_us_,cbsa,State Postal Code,CBSA Name,PUMA12 Name,PUMA 2K Name,"Total Pop, 2010 census",puma2k to cbsa alloc factor
12,6100,3200,us,42680,FL,"Sebastian-Vero Beach, FL",Indian River County,1203200,138028,1
12,6300,400,us, ,FL, ,Apalachee Region (Outside Leon County),1200400,49746,1
12,6300,600,us, ,FL, ,Apalachee Region (Outside Leon County),1200600,34539,0.36
12,6300,600,us,37460,FL,"Panama City, FL",Apalachee Region (Outside Leon County),1200600,15863,0.165
12,6300,600,us,45220,FL,"Tallahassee, FL",Apalachee Region (Outside Leon County),1200600,45537,0.475
12,6300,702,us,45220,FL,"Tallahassee, FL",Apalachee Region (Outside Leon County),1200702,46389,1
12,6901,1802,us,36740,FL,"Orlando-Kissimmee-Sanford, FL",Lake County (North),1201802,100839,1
12,6902,1600,us,45540,FL,"The Villages, FL",Sumter (North) & Lake (North) Counties,1201600,71276,1
12,6902,1801,us,36740,FL,"Orlando-Kissimmee-Sanford, FL",Sumter (North) & Lake (North) Counties,1201801,36059,1
12,6902,1802,us,36740,FL,"Orlando-Kissimmee-Sanford, FL",Sumter (North) & Lake (North) Counties,1201802,24344,1
12,6903,1600,us,45540,FL,"The Villages, FL",Lake (South) & Sumter (South) Counties,1201600,22144,1
12,6903,1801,us,36740,FL,"Orlando-Kissimmee-Sanford, FL",Lake (South) & Sumter (South) Counties,1201801,134770,1
12,6903,1802,us,36740,FL,"Orlando-Kissimmee-Sanford, FL",Lake (South) & Sumter (South) Counties,1201802,1040,1
12,7101,3800,us,15980,FL,"Cape Coral-Fort Myers, FL",Lee County (South & West)--Barrier Islands Region,1203800,6229,1
12,7101,3901,us,15980,FL,"Cape Coral-Fort Myers, FL",Lee County (South & West)--Barrier Islands Region,1203901,73201,1
12,7101,3903,us,15980,FL,"Cape Coral-Fort Myers, FL",Lee County (South & West)--Barrier Islands Region,1203903,40866,1
12,7102,3800,us,15980,FL,"Cape Coral-Fort Myers, FL",Lee County (Northwest)--Cape Coral City,1203800,147242,1
12,7102,3901,us,15980,FL,"Cape Coral-Fort Myers, FL",Lee County (Northwest)--Cape Coral City,1203901,2699,1
12,7102,3902,us,15980,FL,"Cape Coral-Fort Myers, FL",Lee County (Northwest)--Cape Coral City,1203902,8266,1
12,7103,3902,us,15980,FL,"Cape Coral-Fort Myers, FL",Lee County (Northeast)--Lehigh Acres & North Fort Myers,1203902,133913,1
12,7103,3903,us,15980,FL,"Cape Coral-Fort Myers, FL",Lee County (Northeast)--Lehigh Acres & North Fort Myers,1203903,2402,1
12,7104,3800,us,15980,FL,"Cape Coral-Fort Myers, FL",Lee County (Central)--Greater Fort Myers City,1203800,107,1
12,7104,3902,us,15980,FL,"Cape Coral-Fort Myers, FL",Lee County (Central)--Greater Fort Myers City,1203902,28541,1
12,7104,3903,us,15980,FL,"Cape Coral-Fort Myers, FL",Lee County (Central)--Greater Fort Myers City,1203903,72296,1
12,7105,3901,us,15980,FL,"Cape Coral-Fort Myers, FL",Lee County (Southeast)--Bonita Springs City & Estero (East),1203901,84450,1
12,7105,3902,us,15980,FL,"Cape Coral-Fort Myers, FL",Lee County (Southeast)--Bonita Springs City & Estero (East),1203902,7470,1
12,7105,3903,us,15980,FL,"Cape Coral-Fort Myers, FL",Lee County (Southeast)--Bonita Springs City & Estero (East),1203903,11072,1
12,7300,701,us,45220,FL,"Tallahassee, FL",Leon County (Outer),1200701,53931,1
12,7300,702,us,45220,FL,"Tallahassee, FL",Leon County (Outer),1200702,85253,1
12,7301,701,us,45220,FL,"Tallahassee, FL",Leon County (Central)--Tallahassee City (Central),1200701,136303,1
12,8101,2801,us,35840,FL,"North Port-Sarasota-Bradenton, FL",Manatee County (North),1202801,22750,1
12,8101,2802,us,35840,FL,"North Port-Sarasota-Bradenton, FL",Manatee County (North),1202802,84788,1
12,8102,2801,us,35840,FL,"North Port-Sarasota-Bradenton, FL",Manatee County (West Central),1202801,113948,1
12,8103,2802,us,35840,FL,"North Port-Sarasota-Bradenton, FL",Manatee County (South),1202802,101347,1
12,8301,1501,us,36100,FL,"Ocala, FL",Marion County (North),1201501,17544,1
12,8301,1502,us,36100,FL,"Ocala, FL",Marion County (North),1201502,82477,1
12,8302,1501,us,36100,FL,"Ocala, FL",Marion County (Central)--Ocala City,1201501,102804,1
12,8303,1502,us,36100,FL,"Ocala, FL",Marion County (South Central),1201502,128473,1
12,8500,3400,us,38940,FL,"Port St. Lucie, FL",Martin County,1203400,146318,1
12,8601,4003,us,33100,FL,"Miami-Fort Lauderdale-West Palm Beach, FL",Miami-Dade County (North Central)--Greater Miami Lakes Town,1204003,114465,1
12,8602,4002,us,33100,FL,"Miami-Fort Lauderdale-West Palm Beach, FL",Miami-Dade County (North Central)--Miami Gardens City (North & West),1204002,93745,1
12,8602,4003,us,33100,FL,"Miami-Fort Lauderdale-West Palm Beach, FL",Miami-Dade County (North Central)--Miami Gardens City (North & West),1204003,7578,1
12,8603,4001,us,33100,FL,"Miami-Fort Lauderdale-West Palm Beach, FL",Miami-Dade County (Northeast)--Greater North Miami Beach City (West),1204001,62602,1
12,8603,4002,us,33100,FL,"Miami-Fort Lauderdale-West Palm Beach, FL",Miami-Dade County (Northeast)--Greater North Miami Beach City (West),1204002,5232,1
12,8603,4007,us,33100,FL,"Miami-Fort Lauderdale-West Palm Beach, FL",Miami-Dade County (Northeast)--Greater North Miami Beach City (West),1204007,32886,1
12,8604,4001,us,33100,FL,"Miami-Fort Lauderdale-West Palm Beach, FL",Miami-Dade County (Northeast)--Aventura City & Surfside Town,1204001,57706,1
12,8604,4007,us,33100,FL,"Miami-Fort Lauderdale-West Palm Beach, FL",Miami-Dade County (Northeast)--Aventura City & Surfside Town,1204007,28502,1
12,8604,4008,us,33100,FL,"Miami-Fort Lauderdale-West Palm Beach, FL",Miami-Dade County (Northeast)--Aventura City & Surfside Town,1204008,14225,1
12,8605,4002,us,33100,FL,"Miami-Fort Lauderdale-West Palm Beach, FL",Miami-Dade County--North Miami City (Southwest) & Golden Glades (West),1204002,9258,1
12,8605,4006,us,33100,FL,"Miami-Fort Lauderdale-West Palm Beach, FL",Miami-Dade County--North Miami City (Southwest) & Golden Glades (West),1204006,21500,1
12,8605,4007,us,33100,FL,"Miami-Fort Lauderdale-West Palm Beach, FL",Miami-Dade County--North Miami City (Southwest) & Golden Glades (West),1204007,69438,1
12,8605,4008,us,33100,FL,"Miami-Fort Lauderdale-West Palm Beach, FL",Miami-Dade County--North Miami City (Southwest) & Golden Glades (West),1204008,5303,1
12,8606,4005,us,33100,FL,"Miami-Fort Lauderdale-West Palm Beach, FL","Miami-Dade County (Northeast)--Opa-Locka City, West Little River & Westview",1204005,11953,1
12,8606,4006,us,33100,FL,"Miami-Fort Lauderdale-West Palm Beach, FL","Miami-Dade County (Northeast)--Opa-Locka City, West Little River & Westview",1204006,80290,1
12,8606,4008,us,33100,FL,"Miami-Fort Lauderdale-West Palm Beach, FL","Miami-Dade County (Northeast)--Opa-Locka City, West Little River & Westview",1204008,8869,1
12,8607,4003,us,33100,FL,"Miami-Fort Lauderdale-West Palm Beach, FL",Miami-Dade County (Northeast)--Hialeah City (North Central),1204003,6441,1
12,8607,4004,us,33100,FL,"Miami-Fort Lauderdale-West Palm Beach, FL",Miami-Dade County (Northeast)--Hialeah City (North Central),1204004,88515,1
12,8607,4005,us,33100,FL,"Miami-Fort Lauderdale-West Palm Beach, FL",Miami-Dade County (Northeast)--Hialeah City (North Central),1204005,5501,1
12,8607,4006,us,33100,FL,"Miami-Fort Lauderdale-West Palm Beach, FL",Miami-Dade County (Northeast)--Hialeah City (North Central),1204006,2,1
12,8608,4012,us,33100,FL,"Miami-Fort Lauderdale-West Palm Beach, FL","Miami-Dade County (North Central)--Doral, Sweetwater Cities & Fontainebleau",1204012,112930,1
12,8609,4003,us,33100,FL,"Miami-Fort Lauderdale-West Palm Beach, FL",Miami-Dade County (Northeast)--Hialeah City (South Central),1204003,5574,1
12,8609,4004,us,33100,FL,"Miami-Fort Lauderdale-West Palm Beach, FL",Miami-Dade County (Northeast)--Hialeah City (South Central),1204004,25492,1
12,8609,4005,us,33100,FL,"Miami-Fort Lauderdale-West Palm Beach, FL",Miami-Dade County (Northeast)--Hialeah City (South Central),1204005,69940,1
12,8610,4005,us,33100,FL,"Miami-Fort Lauderdale-West Palm Beach, FL",Miami-Dade County (Central)--Miami Springs City & Miami International Airport,1204005,49707,1
12,8610,4012,us,33100,FL,"Miami-Fort Lauderdale-West Palm Beach, FL",Miami-Dade County (Central)--Miami Springs City & Miami International Airport,1204012,51216,1
12,8611,4008,us,33100,FL,"Miami-Fort Lauderdale-West Palm Beach, FL",Miami-Dade County (Northeast Central)--Miami City (North),1204008,135,1
12,8611,4009,us,33100,FL,"Miami-Fort Lauderdale-West Palm Beach, FL",Miami-Dade County (Northeast Central)--Miami City (North),1204009,94253,1
12,8611,4010,us,33100,FL,"Miami-Fort Lauderdale-West Palm Beach, FL",Miami-Dade County (Northeast Central)--Miami City (North),1204010,6736,1
12,8612,4008,us,33100,FL,"Miami-Fort Lauderdale-West Palm Beach, FL",Miami-Dade County (Northeast)--Miami Beach City & Miami Shores Village,1204008,97844,1
12,8612,4009,us,33100,FL,"Miami-Fort Lauderdale-West Palm Beach, FL",Miami-Dade County (Northeast)--Miami Beach City & Miami Shores Village,1204009,2453,1
12,8613,4008,us,33100,FL,"Miami-Fort Lauderdale-West Palm Beach, FL",Miami-Dade County (Northeast Central)--Miami City (Downtown),1204008,59,1
12,8613,4009,us,33100,FL,"Miami-Fort Lauderdale-West Palm Beach, FL",Miami-Dade County (Northeast Central)--Miami City (Downtown),1204009,4173,1
12,8613,4010,us,33100,FL,"Miami-Fort Lauderdale-West Palm Beach, FL",Miami-Dade County (Northeast Central)--Miami City (Downtown),1204010,80968,1
12,8613,4011,us,33100,FL,"Miami-Fort Lauderdale-West Palm Beach, FL",Miami-Dade County (Northeast Central)--Miami City (Downtown),1204011,16186,1
12,8614,4010,us,33100,FL,"Miami-Fort Lauderdale-West Palm Beach, FL",Miami-Dade County (East)--Miami City (East) & Key Biscayne Village,1204010,51475,1
12,8614,4011,us,33100,FL,"Miami-Fort Lauderdale-West Palm Beach, FL",Miami-Dade County (East)--Miami City (East) & Key Biscayne Village,1204011,49868,1
12,8615,4011,us,33100,FL,"Miami-Fort Lauderdale-West Palm Beach, FL",Miami-Dade County (East Central)--Miami City (West),1204011,103078,1
12,8615,4012,us,33100,FL,"Miami-Fort Lauderdale-West Palm Beach, FL",Miami-Dade County (East Central)--Miami City (West),1204012,108,1
12,8616,4011,us,33100,FL,"Miami-Fort Lauderdale-West Palm Beach, FL","Miami-Dade County (East)--Coral Gables City, Pinecrest Village & Kendall (South)",1204011,32,1
12,8616,4014,us,33100,FL,"Miami-Fort Lauderdale-West Palm Beach, FL","Miami-Dade County (East)--Coral Gables City, Pinecrest Village & Kendall (South)",1204014,61857,1
12,8616,4015,us,33100,FL,"Miami-Fort Lauderdale-West Palm Beach, FL","Miami-Dade County (East)--Coral Gables City, Pinecrest Village & Kendall (South)",1204015,34122,1
12,8616,4018,us,33100,FL,"Miami-Fort Lauderdale-West Palm Beach, FL","Miami-Dade County (East)--Coral Gables City, Pinecrest Village & Kendall (South)",1204018,5125,1
12,8617,4013,us,33100,FL,"Miami-Fort Lauderdale-West Palm Beach, FL","Miami-Dade County (East Central)--South Miami City, Westchester & Coral Terrace",1204013,47292,1
12,8617,4014,us,33100,FL,"Miami-Fort Lauderdale-West Palm Beach, FL","Miami-Dade County (East Central)--South Miami City, Westchester & Coral Terrace",1204014,55150,1
12,8618,4013,us,33100,FL,"Miami-Fort Lauderdale-West Palm Beach, FL",Miami-Dade County (North Central)--Tamiami Trail Region (South)--Tamiami,1204013,79991,1
12,8618,4016,us,33100,FL,"Miami-Fort Lauderdale-West Palm Beach, FL",Miami-Dade County (North Central)--Tamiami Trail Region (South)--Tamiami,1204016,26303,1
12,8619,4016,us,33100,FL,"Miami-Fort Lauderdale-West Palm Beach, FL",Miami-Dade County (Central)--Kendale Lakes (Southwest) & Kendall West (South),1204016,87129,1
12,8619,4017,us,33100,FL,"Miami-Fort Lauderdale-West Palm Beach, FL",Miami-Dade County (Central)--Kendale Lakes (Southwest) & Kendall West (South),1204017,14080,1
12,8620,4013,us,33100,FL,"Miami-Fort Lauderdale-West Palm Beach, FL","Miami-Dade County (East Central)--Kendall (North), Sunset & Westwood Lakes",1204013,25,1
12,8620,4015,us,33100,FL,"Miami-Fort Lauderdale-West Palm Beach, FL","Miami-Dade County (East Central)--Kendall (North), Sunset & Westwood Lakes",1204015,92975,1
12,8620,4016,us,33100,FL,"Miami-Fort Lauderdale-West Palm Beach, FL","Miami-Dade County (East Central)--Kendall (North), Sunset & Westwood Lakes",1204016,2721,1
12,8620,4017,us,33100,FL,"Miami-Fort Lauderdale-West Palm Beach, FL","Miami-Dade County (East Central)--Kendall (North), Sunset & Westwood Lakes",1204017,5247,1
12,8621,4017,us,33100,FL,"Miami-Fort Lauderdale-West Palm Beach, FL","Miami-Dade County (Central)--The Hammocks (West), Richmond West (West) & Country Walk",1204017,101507,1
12,8622,4017,us,33100,FL,"Miami-Fort Lauderdale-West Palm Beach, FL",Miami-Dade County (Southwest)--South Miami Heights,1204017,16761,1
12,8622,4018,us,33100,FL,"Miami-Fort Lauderdale-West Palm Beach, FL",Miami-Dade County (Southwest)--South Miami Heights,1204018,25578,1
12,8622,4019,us,33100,FL,"Miami-Fort Lauderdale-West Palm Beach, FL",Miami-Dade County (Southwest)--South Miami Heights,1204019,60307,1
12,8623,4018,us,33100,FL,"Miami-Fort Lauderdale-West Palm Beach, FL",Miami-Dade County (Southeast)--Cutler Bay Town & Palmetto Bay Village,1204018,79447,1
12,8623,4019,us,33100,FL,"Miami-Fort Lauderdale-West Palm Beach, FL",Miami-Dade County (Southeast)--Cutler Bay Town & Palmetto Bay Village,1204019,26185,1
12,8624,4019,us,33100,FL,"Miami-Fort Lauderdale-West Palm Beach, FL",Miami-Dade County (South)--Homestead City (North) & Florida City (North),1204019,84762,1
12,8624,4020,us,33100,FL,"Miami-Fort Lauderdale-West Palm Beach, FL",Miami-Dade County (South)--Homestead City (North) & Florida City (North),1204020,15432,1
12,8700,4020,us,28580,FL,"Key West, FL",Miami-Dade (South/Outside Urban Development Boundary) & Monroe Counties,1204020,73090,0.722
12,8700,4020,us,33100,FL,"Miami-Fort Lauderdale-West Palm Beach, FL",Miami-Dade (South/Outside Urban Development Boundary) & Monroe Counties,1204020,28201,0.278
12,8900,900,us,27260,FL,"Jacksonville, FL",Nassau & Baker Counties,1200900,27115,1
12,8900,1101,us,27260,FL,"Jacksonville, FL",Nassau & Baker Counties,1201101,73314,1
12,9100,300,us,18880,FL,"Crestview-Fort Walton Beach-Destin, FL",Okaloosa County,1200300,180822,1
12,9300,3100,us, ,FL, ,"Southeast Heartland--Highlands (South & East), Okeechobee, Hendry & Glades Counties",1203100,12884,0.205
12,9300,3100,us,17500,FL,"Clewiston, FL","Southeast Heartland--Highlands (South & East), Okeechobee, Hendry & Glades Counties",1203100,39140,0.622
12,9300,3100,us,42700,FL,"Sebring, FL","Southeast Heartland--Highlands (South & East), Okeechobee, Hendry & Glades Counties",1203100,10874,0.173
12,9300,3200,us,36380,FL,"Okeechobee, FL","Southeast Heartland--Highlands (South & East), Okeechobee, Hendry & Glades Counties",1203200,39996,1
12,9501,2201,us,36740,FL,"Orlando-Kissimmee-Sanford, FL",Orange County (Northwest),1202201,126654,1
12,9502,2202,us,36740,FL,"Orlando-Kissimmee-Sanford, FL","Orange County (West Central)--Winter Garden, Ocoee Cities & Oakland Town",1202202,121592,1
12,9503,2202,us,36740,FL,"Orlando-Kissimmee-Sanford, FL",Orange County (Southwest)--Disney-International Drive Region,1202202,105917,1
12,9504,2203,us,36740,FL,"Orlando-Kissimmee-Sanford, FL","Orange County (South Central)--Orlando City (South Central), Conway & Pine Castle",1202203,125220,1
12,9505,2204,us,36740,FL,"Orlando-Kissimmee-Sanford, FL",Orange County (Central)--Orlando City (East Downtown) & Azalea Park,1202204,43905,1
12,9505,2206,us,36740,FL,"Orlando-Kissimmee-Sanford, FL",Orange County (Central)--Orlando City (East Downtown) & Azalea Park,1202206,65075,1
12,9506,2204,us,36740,FL,"Orlando-Kissimmee-Sanford, FL",Orange County (Central)--Orlando City (West Downtown) & Pine Hills (Southeast),1202204,101497,1
12,9507,2205,us,36740,FL,"Orlando-Kissimmee-Sanford, FL","Orange County (North Central)--Orlando (North), Winter Park & Maitland Cities",1202205,107435,1
12,9508,2206,us,36740,FL,"Orlando-Kissimmee-Sanford, FL",Orange County (North Central)--Orlando City (Univ. of Central Florida) & Union Park,1202206,83775,1
12,9508,2207,us,36740,FL,"Orlando-Kissimmee-Sanford, FL",Orange County (North Central)--Orlando City (Univ. of Central Florida) & Union Park,1202207,24042,1
12,9509,2202,us,36740,FL,"Orlando-Kissimmee-Sanford, FL",Orange County (Southeast),1202202,36298,1
12,9509,2203,us,36740,FL,"Orlando-Kissimmee-Sanford, FL",Orange County (Southeast),1202203,43145,1
12,9509,2207,us,36740,FL,"Orlando-Kissimmee-Sanford, FL",Orange County (Southeast),1202207,42657,1
12,9510,2207,us,36740,FL,"Orlando-Kissimmee-Sanford, FL",Orange County (Northeast),1202207,118744,1
12,9701,2300,us,36740,FL,"Orlando-Kissimmee-Sanford, FL",Osceola County (West),1202300,150845,1
12,9702,2300,us,36740,FL,"Orlando-Kissimmee-Sanford, FL",Osceola County (East),1202300,117840,1
12,9901,3501,us,33100,FL,"Miami-Fort Lauderdale-West Palm Beach, FL",Palm Beach County (Northeast),1203501,103754,1
12,9902,3501,us,33100,FL,"Miami-Fort Lauderdale-West Palm Beach, FL",Palm Beach County (Northeast)--Palm Beach Gardens & Riviera Beach Cities,1203501,112499,1
12,9902,3509,us,33100,FL,"Miami-Fort Lauderdale-West Palm Beach, FL",Palm Beach County (Northeast)--Palm Beach Gardens & Riviera Beach Cities,1203509,5,1
12,9903,3502,us,33100,FL,"Miami-Fort Lauderdale-West Palm Beach, FL",Palm Beach County (East)--West Palm Beach City (Southeast) & Palm Beach Town,1203502,142518,1
12,9904,3503,us,33100,FL,"Miami-Fort Lauderdale-West Palm Beach, FL",Palm Beach County (East)--Greenacres City (North) & Palm Springs Village (North),1203503,124204,1
12,9905,3504,us,33100,FL,"Miami-Fort Lauderdale-West Palm Beach, FL","Palm Beach County (East Central)--Lake Worth City, Lantana Town & Atlantis City",1203504,125430,1
12,9906,3504,us,33100,FL,"Miami-Fort Lauderdale-West Palm Beach, FL",Palm Beach County (East Central)--Greater Boynton Beach City (North),1203504,2,1
12,9906,3505,us,33100,FL,"Miami-Fort Lauderdale-West Palm Beach, FL",Palm Beach County (East Central)--Greater Boynton Beach City (North),1203505,149189,1
12,9907,3506,us,33100,FL,"Miami-Fort Lauderdale-West Palm Beach, FL",Palm Beach County (Southeast)--Greater Delray Beach City,1203506,114816,1
12,9908,3507,us,33100,FL,"Miami-Fort Lauderdale-West Palm Beach, FL",Palm Beach County (Southeast)--Boca Raton City & Highland Beach Town,1203507,106704,1
12,9909,3508,us,33100,FL,"Miami-Fort Lauderdale-West Palm Beach, FL",Palm Beach County (West of Boca Raton City),1203508,103727,1
12,9910,3509,us,33100,FL,"Miami-Fort Lauderdale-West Palm Beach, FL",Palm Beach County (Central)--Wellington Village & Agricultural Reserve,1203509,102440,1
12,9911,3509,us,33100,FL,"Miami-Fort Lauderdale-West Palm Beach, FL",Palm Beach County (West)--Glades & Western Communities,1203509,134846,1
12,10101,2501,us,45300,FL,"Tampa-St. Petersburg-Clearwater, FL",Pasco County (East Central),1202501,114487,1
12,10102,2502,us,45300,FL,"Tampa-St. Petersburg-Clearwater, FL",Pasco County (West Central),1202502,82526,1
12,10102,2503,us,45300,FL,"Tampa-St. Petersburg-Clearwater, FL",Pasco County (West Central),1202503,22032,1
12,10103,2502,us,45300,FL,"Tampa-St. Petersburg-Clearwater, FL",Pasco County (Gulf Coast),1202502,40235,1
12,10103,2503,us,45300,FL,"Tampa-St. Petersburg-Clearwater, FL",Pasco County (Gulf Coast),1202503,89538,1
12,10104,2501,us,45300,FL,"Tampa-St. Petersburg-Clearwater, FL",Pasco County (South),1202501,78702,1
12,10104,2502,us,45300,FL,"Tampa-St. Petersburg-Clearwater, FL",Pasco County (South),1202502,35199,1
12,10104,2503,us,45300,FL,"Tampa-St. Petersburg-Clearwater, FL",Pasco County (South),1202503,1978,1
12,10301,2601,us,45300,FL,"Tampa-St. Petersburg-Clearwater, FL",Pinellas County (North),1202601,117168,1
12,10302,2601,us,45300,FL,"Tampa-St. Petersburg-Clearwater, FL",Pinellas County (North Central),1202601,5824,1
12,10302,2602,us,45300,FL,"Tampa-St. Petersburg-Clearwater, FL",Pinellas County (North Central),1202602,101546,1
12,10303,2603,us,45300,FL,"Tampa-St. Petersburg-Clearwater, FL",Pinellas County (Central)--Clearwater City (South & Central),1202603,104566,1
12,10304,2603,us,45300,FL,"Tampa-St. Petersburg-Clearwater, FL",Pinellas County (Central)--Greater Largo City,1202603,7887,1
12,10304,2604,us,45300,FL,"Tampa-St. Petersburg-Clearwater, FL",Pinellas County (Central)--Greater Largo City,1202604,99593,1
12,10305,2604,us,45300,FL,"Tampa-St. Petersburg-Clearwater, FL",Pinellas County (West Central)--Greater Seminole City,1202604,4113,1
12,10305,2605,us,45300,FL,"Tampa-St. Petersburg-Clearwater, FL",Pinellas County (West Central)--Greater Seminole City,1202605,92783,1
12,10305,2608,us,45300,FL,"Tampa-St. Petersburg-Clearwater, FL",Pinellas County (West Central)--Greater Seminole City,1202608,10884,1
12,10306,2605,us,45300,FL,"Tampa-St. Petersburg-Clearwater, FL",Pinellas County (Central)--Greater Pinellas Park City,1202605,21216,1
12,10306,2606,us,45300,FL,"Tampa-St. Petersburg-Clearwater, FL",Pinellas County (Central)--Greater Pinellas Park City,1202606,88132,1
12,10306,2608,us,45300,FL,"Tampa-St. Petersburg-Clearwater, FL",Pinellas County (Central)--Greater Pinellas Park City,1202608,83,1
12,10307,2604,us,45300,FL,"Tampa-St. Petersburg-Clearwater, FL",Pinellas County (Southeast)--St. Petersburg City (East),1202604,7802,1
12,10307,2606,us,45300,FL,"Tampa-St. Petersburg-Clearwater, FL",Pinellas County (Southeast)--St. Petersburg City (East),1202606,24547,1
12,10307,2607,us,45300,FL,"Tampa-St. Petersburg-Clearwater, FL",Pinellas County (Southeast)--St. Petersburg City (East),1202607,119537,1
12,10307,2608,us,45300,FL,"Tampa-St. Petersburg-Clearwater, FL",Pinellas County (Southeast)--St. Petersburg City (East),1202608,13,1
12,10308,2608,us,45300,FL,"Tampa-St. Petersburg-Clearwater, FL",Pinellas County (South Central)--St. Petersburg City (West),1202608,110848,1
12,10501,2401,us,29460,FL,"Lakeland-Winter Haven, FL",Polk County (Northwest),1202401,173680,1
12,10502,2402,us,29460,FL,"Lakeland-Winter Haven, FL",Polk County (Northeast),1202402,158399,1
12,10503,2404,us,29460,FL,"Lakeland-Winter Haven, FL",Polk County (Central),1202404,133015,1
12,10504,2403,us,29460,FL,"Lakeland-Winter Haven, FL",Polk County (South),1202403,137001,1
12,10700,1200,us,27260,FL,"Jacksonville, FL",Putnam & St. Johns (South) Counties,1201200,26398,1
12,10700,1400,us,37260,FL,"Palatka, FL",Putnam & St. Johns (South) Counties,1201400,74364,1
12,10900,1200,us,27260,FL,"Jacksonville, FL",St. Johns County (North),1201200,163641,1
12,11101,3300,us,38940,FL,"Port St. Lucie, FL",St. Lucie County (North),1203300,102496,1
12,11102,3300,us,38940,FL,"Port St. Lucie, FL",St. Lucie County (South),1203300,175293,1
12,11300,200,us,37860,FL,"Pensacola-Ferry Pass-Brent, FL",Santa Rosa County,1200200,151372,1
12,11501,2901,us,35840,FL,"North Port-Sarasota-Bradenton, FL",Sarasota County (North),1202901,123642,1
12,11502,2901,us,35840,FL,"North Port-Sarasota-Bradenton, FL",Sarasota County (Central & Gulf Coast),1202901,55539,1
12,11502,2902,us,35840,FL,"North Port-Sarasota-Bradenton, FL",Sarasota County (Central & Gulf Coast),1202902,75856,1
12,11503,2902,us,35840,FL,"North Port-Sarasota-Bradenton, FL",Sarasota County (East),1202902,124411,1
12,11701,2001,us,36740,FL,"Orlando-Kissimmee-Sanford, FL",Seminole County (West),1202001,106573,1
12,11701,2205,us,36740,FL,"Orlando-Kissimmee-Sanford, FL",Seminole County (West),1202205,11,1
12,11702,2001,us,36740,FL,"Orlando-Kissimmee-Sanford, FL",Seminole County (North Central),1202001,47971,1
12,11702,2002,us,36740,FL,"Orlando-Kissimmee-Sanford, FL",Seminole County (North Central),1202002,54650,1
12,11702,2003,us,36740,FL,"Orlando-Kissimmee-Sanford, FL",Seminole County (North Central),1202003,1625,1
12,11703,2001,us,36740,FL,"Orlando-Kissimmee-Sanford, FL",Seminole County (South Central),1202001,13605,1
12,11703,2002,us,36740,FL,"Orlando-Kissimmee-Sanford, FL",Seminole County (South Central),1202002,5187,1
12,11703,2003,us,36740,FL,"Orlando-Kissimmee-Sanford, FL",Seminole County (South Central),1202003,85502,1
12,11704,2002,us,36740,FL,"Orlando-Kissimmee-Sanford, FL",Seminole County (East),1202002,83302,1
12,11704,2003,us,36740,FL,"Orlando-Kissimmee-Sanford, FL",Seminole County (East),1202003,24292,1
12,12100,600,us, ,FL, ,"Suwannee, Taylor, Madison, Hamilton & Lafayette Counties",1200600,41794,1
12,12100,800,us, ,FL, ,"Suwannee, Taylor, Madison, Hamilton & Lafayette Counties",1200800,65220,1
12,12701,1901,us,19660,FL,"Deltona-Daytona Beach-Ormond Beach, FL","Volusia County (Central & Northwest)--DeLand, DeBary Cities & Pierson Town",1201901,110993,1
12,12702,1901,us,19660,FL,"Deltona-Daytona Beach-Ormond Beach, FL","Volusia County (Northeast)--Daytona Beach, Ormond Beach & Holly Hill Cities",1201901,6318,1
12,12702,1902,us,19660,FL,"Deltona-Daytona Beach-Ormond Beach, FL","Volusia County (Northeast)--Daytona Beach, Ormond Beach & Holly Hill Cities",1201902,118838,1
12,12702,1903,us,19660,FL,"Deltona-Daytona Beach-Ormond Beach, FL","Volusia County (Northeast)--Daytona Beach, Ormond Beach & Holly Hill Cities",1201903,2561,1
12,12703,1903,us,19660,FL,"Deltona-Daytona Beach-Ormond Beach, FL","Volusia County--Port Orange, Edgewater, New Smyrna Beach (East) & Oak Hill Cities",1201903,130896,1
12,12704,1901,us,19660,FL,"Deltona-Daytona Beach-Ormond Beach, FL",Volusia County (Southwest Central)--Deltona & Lake Helen Cities,1201901,118069,1
13,100,3600,us,15260,GA,"Brunswick, GA",Coastal Regional Commission (South)--Glynn Camden & McIntosh Counties,1303600,14333,1
13,100,3700,us,15260,GA,"Brunswick, GA",Coastal Regional Commission (South)--Glynn Camden & McIntosh Counties,1303700,79626,0.612
13,100,3700,us,41220,GA,"St. Marys, GA",Coastal Regional Commission (South)--Glynn Camden & McIntosh Counties,1303700,50513,0.388
13,200,3600,us,25980,GA,"Hinesville, GA","Coastal Regional Commission (West)--Liberty, Bryan & Long Counties",1303600,77917,0.72
13,200,3600,us,42340,GA,"Savannah, GA","Coastal Regional Commission (West)--Liberty, Bryan & Long Counties",1303600,30233,0.28
13,300,2500,us, ,GA, ,"Coastal Regional Commission (North)--Bulloch, Effingham & Screven Counties",1302500,14593,1
13,300,3300,us,44340,GA,"Statesboro, GA","Coastal Regional Commission (North)--Bulloch, Effingham & Screven Counties",1303300,70217,1
13,300,3600,us,42340,GA,"Savannah, GA","Coastal Regional Commission (North)--Bulloch, Effingham & Screven Counties",1303600,52250,1
